Marketing_ID,Drug_ID,Channel,Budget,ROI
M-620,D-2928,Print Media,18541.57,4.66
M-621,D-1038,Print Media,25401.25,4.43
M-622,D-3190,Print Media,89384.33,7.65
M-623,D-5002,Radio,55306.65,8.01
M-624,D-801,Online Ads,74250.89,2.54
M-625,D-4235,Print Media,53982.95,3.16
M-626,D-5828,Billboards,98684.96,3.91
M-627,D-4352,TV,12663.62,1.12
M-628,D-4869,TV,68600.87,1.27
M-629,D-5714,Online Ads,39587.66,1.67
M-630,D-4285,Online Ads,88869.7,1.65
M-631,D-5780,Online Ads,53394.25,9.58
M-632,D-8069,Print Media,35474.21,1.75
M-633,D-1389,Online Ads,99252.45,4.91
M-634,D-5108,TV,33885.47,5.45
M-635,D-500,Radio,99438.82,1.65
M-636,D-8579,Billboards,36453.32,2.05
M-637,D-3929,Radio,97838.96,3.08
M-638,D-7144,Billboards,17318.13,9.6
M-639,D-8824,Online Ads,54835.46,1.27
M-640,D-4627,Online Ads,56889.85,5.23
M-641,D-3161,Billboards,27379.6,3.59
M-642,D-7371,Online Ads,15990.93,7.77
M-643,D-2055,Print Media,13644.29,3.49
M-644,D-2656,Billboards,76685.43,8.1
M-645,D-9100,Online Ads,28861.96,8.7
M-646,D-9147,Billboards,53667.24,8.18
M-647,D-2021,Print Media,70857.78,8.66
M-648,D-1271,TV,8286.45,6.6
M-649,D-6602,Billboards,18662.3,7.47
M-650,D-4137,Print Media,68138.81,8.1
M-651,D-9560,Radio,70694.22,5.49
M-652,D-4090,TV,65621.01,8.04
M-653,D-5303,Online Ads,1196.27,2.59
M-654,D-475,Online Ads,51859.72,3.06
M-655,D-2827,Radio,8892.18,4.25
M-656,D-4234,Billboards,37295.09,9.87
M-657,D-1469,Radio,81347.74,3.23
M-658,D-4227,TV,92270.19,2.49
M-659,D-7587,Online Ads,79828.55,4.24
M-660,D-7012,Print Media,17678.73,9.75
M-661,D-3564,Print Media,43726.09,9.56
M-662,D-4909,TV,32511.4,1.02
M-663,D-1319,TV,99809.03,1.5
M-664,D-9501,Print Media,28060.35,5.86
M-665,D-666,TV,75026.47,2.14
M-666,D-8856,TV,34519.06,5.94
M-667,D-2345,Radio,63273.85,7.64
M-668,D-6860,Print Media,14653.69,4.13
M-669,D-8671,Billboards,34620.62,3.29
M-670,D-2566,Radio,44650.93,8.58
M-671,D-8776,TV,52124.89,2.18
M-672,D-585,TV,47178.53,3.95
M-673,D-5732,Billboards,22202.28,3.94
M-674,D-4315,Online Ads,9973.12,3.06
M-675,D-9911,TV,39087.02,8.09
M-676,D-2066,Radio,6797.51,9.85
M-677,D-112,Online Ads,12818.06,4.7
M-678,D-7061,Billboards,14840.96,8.1
M-679,D-2481,Print Media,77115.48,4.37
M-680,D-5289,Online Ads,37222.19,6.9
M-681,D-9979,Radio,4636.58,1.1
M-682,D-2052,Billboards,72502.23,6.2
M-683,D-1841,Radio,79927.61,8.17
M-684,D-4399,Online Ads,90068.37,7.17
M-685,D-8796,Print Media,54693.04,8.15
M-686,D-1905,Radio,11277.09,3.29
M-687,D-784,Print Media,42163.28,8.34
M-688,D-833,Online Ads,63314.57,7.11
M-689,D-4249,TV,63622.87,7.15
M-690,D-3887,TV,86945.54,2.0
M-691,D-3517,TV,73172.94,2.83
M-692,D-2642,Billboards,88312.11,5.44
M-693,D-8968,TV,5160.76,6.68
M-694,D-8077,TV,70390.64,6.98
M-695,D-5606,Print Media,6324.38,8.68
M-696,D-3510,TV,46525.17,3.3
M-697,D-1727,Radio,52254.48,8.06
M-698,D-8237,Radio,39499.94,4.74
M-699,D-6168,Billboards,88402.2,1.36
M-700,D-8588,TV,35299.38,5.85
M-701,D-9555,Billboards,90054.37,9.8
M-702,D-5448,Radio,53045.4,3.98
M-703,D-7579,Online Ads,4537.33,8.84
M-704,D-1273,TV,17071.33,6.64
M-705,D-5794,Billboards,74568.56,2.61
M-706,D-4893,Billboards,12003.95,5.62
M-707,D-9115,TV,66901.56,6.38
M-708,D-1232,Billboards,20658.51,4.07
M-709,D-9279,Billboards,93454.66,8.53
M-710,D-3506,TV,87530.41,4.62
M-711,D-5183,Print Media,73587.9,8.23
M-712,D-6775,Radio,73465.09,7.83
M-713,D-2618,TV,50262.44,7.61
M-714,D-9031,Online Ads,11680.48,7.88
M-715,D-18,Online Ads,87497.07,8.76
M-716,D-8396,Print Media,22117.49,4.63
M-717,D-1268,Print Media,85668.31,4.17
M-718,D-1091,TV,55421.55,4.39
M-719,D-4265,Online Ads,59458.42,2.14
M-720,D-2488,Print Media,50541.02,8.77
M-721,D-5447,Print Media,11922.8,3.57
M-722,D-1915,Radio,29309.09,6.8
M-723,D-6004,Print Media,17234.08,9.15
M-724,D-3390,Online Ads,30033.41,6.6
M-725,D-2532,Online Ads,19395.34,5.34
M-726,D-4393,Online Ads,12960.81,1.54
M-727,D-4548,Online Ads,39333.69,4.68
M-728,D-2711,TV,56665.24,9.87
M-729,D-4765,Billboards,50739.54,8.3
M-730,D-7183,Radio,12878.93,5.05
M-731,D-2156,Radio,14939.35,4.2
M-732,D-6010,Radio,97966.21,1.74
M-733,D-6568,Radio,1098.29,6.62
M-734,D-9822,Online Ads,35992.6,4.16
M-735,D-2199,Billboards,65649.2,1.71
M-736,D-6941,Billboards,56253.06,7.74
M-737,D-8970,Online Ads,80008.7,3.07
M-738,D-8064,Print Media,41649.4,2.74
M-739,D-38,Print Media,5474.35,6.37
M-740,D-1464,Online Ads,41481.97,5.94
M-741,D-93,Online Ads,38147.08,2.6
M-742,D-8488,Online Ads,14314.04,8.63
M-743,D-5043,Print Media,74018.59,2.63
M-744,D-363,TV,30267.82,6.08
M-745,D-4723,Billboards,76663.6,8.7
M-746,D-8334,Print Media,11679.36,5.36
M-747,D-2665,Print Media,82727.21,9.92
M-748,D-684,Billboards,62139.21,5.98
M-749,D-9708,Radio,12807.46,1.46
M-750,D-4036,Print Media,14652.81,1.39
M-751,D-130,Billboards,94074.0,9.91
M-752,D-4643,Billboards,2190.06,5.13
M-753,D-3561,Radio,51628.83,2.53
M-754,D-5629,Radio,40677.86,2.29
M-755,D-2424,Print Media,28546.08,7.99
M-756,D-1362,Billboards,83580.86,4.1
M-757,D-3229,Online Ads,67323.49,6.06
M-758,D-5911,Radio,14849.53,2.74
M-759,D-6457,Radio,68449.5,9.25
M-760,D-5897,Print Media,31504.29,4.48
M-761,D-3152,TV,86513.23,1.18
M-762,D-6516,TV,60610.4,2.39
M-763,D-7628,Print Media,9917.58,9.92
M-764,D-5568,Billboards,90334.97,1.52
M-765,D-8768,Online Ads,87112.82,2.82
M-766,D-2162,Billboards,93535.28,5.7
M-767,D-3492,TV,7253.14,9.07
M-768,D-7672,TV,29831.74,4.69
M-769,D-8444,Online Ads,23040.49,3.38
M-770,D-8510,Online Ads,73806.1,8.32
M-771,D-4069,Billboards,27277.53,6.35
M-772,D-5538,TV,45286.97,6.31
M-773,D-6608,Radio,63481.84,8.86
M-774,D-6206,TV,31986.77,8.34
M-775,D-1889,Online Ads,76181.64,5.43
M-776,D-4622,TV,41646.62,8.91
M-777,D-823,Billboards,59791.68,4.07
M-778,D-1300,Billboards,71746.86,9.97
M-779,D-7521,Radio,42086.77,9.33
M-780,D-8737,Online Ads,58313.22,7.93
M-781,D-2805,Print Media,38570.94,3.99
M-782,D-5600,Online Ads,33297.02,8.05
M-783,D-1452,Radio,48291.77,6.74
M-784,D-2881,Print Media,95191.93,2.93
M-785,D-6928,Print Media,85147.06,2.03
M-786,D-9757,Billboards,41258.13,5.38
M-787,D-5322,Print Media,27098.07,2.88
M-788,D-1515,Online Ads,73389.89,5.69
M-789,D-3830,Online Ads,32066.53,6.22
M-790,D-5806,Billboards,25513.93,2.41
M-791,D-817,Print Media,53191.99,7.9
M-792,D-4603,Billboards,19439.47,8.34
M-793,D-7898,Print Media,93631.95,8.54
M-794,D-4735,TV,75604.59,8.1
M-795,D-584,Billboards,63631.5,4.65
M-796,D-8536,Billboards,31146.61,6.31
M-797,D-3495,Online Ads,70660.2,8.26
M-798,D-727,Radio,91244.3,8.15
M-799,D-8238,Radio,22960.62,4.08
M-800,D-1443,Radio,31470.46,2.93
M-801,D-1396,TV,12468.67,2.89
M-802,D-1309,TV,46526.4,3.56
M-803,D-3277,Online Ads,80750.91,7.2
M-804,D-2605,Billboards,9271.39,8.12
M-805,D-4712,TV,28367.38,9.31
M-806,D-2038,Online Ads,32882.85,2.12
M-807,D-1724,Online Ads,17472.57,2.69
M-808,D-9985,TV,61196.02,1.98
M-809,D-4739,Radio,11800.07,7.88
M-810,D-9343,Radio,38012.41,2.23
M-811,D-4413,TV,96961.91,7.77
M-812,D-9940,Print Media,11620.37,8.38
M-813,D-2937,Radio,71362.03,7.64
M-814,D-1936,Print Media,61849.39,9.67
M-815,D-7247,Radio,51838.16,2.4
M-816,D-5445,TV,27542.72,3.12
M-817,D-5595,Radio,84090.54,2.8
M-818,D-9404,Online Ads,79723.99,8.6
M-819,D-4956,Print Media,77250.12,7.27
M-820,D-2169,Radio,77853.02,2.99
M-821,D-391,Print Media,98734.97,9.19
M-822,D-5569,Billboards,15843.71,1.06
M-823,D-1185,TV,56420.34,5.91
M-824,D-1691,Online Ads,8671.99,3.47
M-825,D-6946,Billboards,28248.2,5.41
M-826,D-8888,Billboards,94501.13,6.28
M-827,D-4807,Radio,89731.19,1.07
M-828,D-1076,TV,79232.58,7.05
M-829,D-6703,TV,19472.95,2.25
M-830,D-2697,Billboards,92572.55,3.39
M-831,D-646,TV,18976.99,2.19
M-832,D-7055,Print Media,61522.06,2.04
M-833,D-3546,Print Media,68401.44,7.4
M-834,D-5767,Billboards,71373.96,1.36
M-835,D-6174,TV,50198.52,9.27
M-836,D-1564,Print Media,74981.01,3.28
M-837,D-8331,Online Ads,6139.05,1.95
M-838,D-7061,Billboards,27918.15,5.27
M-839,D-1495,TV,16354.97,8.66
M-840,D-1968,Print Media,7288.67,1.5
M-841,D-8692,Radio,60547.66,8.62
M-842,D-9330,Print Media,89712.84,8.92
M-843,D-1389,Online Ads,45615.92,4.19
M-844,D-7306,Billboards,80860.79,8.43
M-845,D-9978,Online Ads,82400.14,4.19
M-846,D-4655,Billboards,74078.63,5.26
M-847,D-2520,TV,8844.46,3.55
M-848,D-1771,Print Media,20280.86,7.96
M-849,D-50,TV,26442.36,5.9
M-850,D-9541,TV,41876.55,7.26
M-851,D-1763,Online Ads,17828.62,7.86
M-852,D-5919,TV,17669.66,4.88
M-853,D-7098,Online Ads,10470.5,5.79
M-854,D-4898,Billboards,84520.26,9.28
M-855,D-4559,Online Ads,10721.35,4.59
M-856,D-683,Radio,87793.46,3.18
M-857,D-2971,Online Ads,24696.72,7.58
M-858,D-1441,TV,28408.35,4.42
M-859,D-4528,Billboards,25212.71,7.03
M-860,D-6159,TV,48927.93,8.5
M-861,D-7886,TV,73178.02,5.64
M-862,D-6279,Online Ads,97275.26,4.26
M-863,D-8555,Print Media,51663.26,9.89
M-864,D-6434,TV,40550.89,4.1
M-865,D-1835,TV,86162.52,1.88
M-866,D-2048,TV,89203.45,9.52
M-867,D-5632,TV,19100.6,6.91
M-868,D-984,TV,64241.69,7.64
M-869,D-4399,TV,79067.96,4.94
M-870,D-42,Online Ads,36827.17,5.86
M-871,D-8203,Radio,18966.85,2.65
M-872,D-85,TV,6208.57,3.93
M-873,D-4297,Online Ads,90831.99,4.17
M-874,D-1270,Print Media,8640.57,7.19
M-875,D-3299,Radio,94417.3,9.32
M-876,D-7230,Online Ads,26041.75,7.97
M-877,D-5889,TV,8137.69,3.19
M-878,D-4586,TV,73330.88,7.96
M-879,D-4257,Radio,93653.27,5.36
M-880,D-3067,Print Media,25518.2,1.13
M-881,D-3761,Radio,76377.32,2.49
M-882,D-3060,Print Media,21976.39,6.04
M-883,D-1176,Radio,16783.17,1.94
M-884,D-1571,Print Media,62369.47,6.35
M-885,D-4205,Radio,69509.97,7.42
M-886,D-3129,Print Media,20025.83,5.67
M-887,D-2790,TV,59617.29,9.46
M-888,D-4667,Billboards,68629.76,3.94
M-889,D-3511,Print Media,58505.61,6.31
M-890,D-258,Radio,88085.38,5.6
M-891,D-7833,Online Ads,94235.16,6.7
M-892,D-3315,Billboards,32409.59,4.21
M-893,D-5286,Online Ads,63174.71,4.36
M-894,D-2148,Billboards,44872.27,5.35
M-895,D-9085,Billboards,8664.28,1.89
M-896,D-4549,TV,52592.53,9.49
M-897,D-1070,Radio,60719.66,7.59
M-898,D-4120,Online Ads,5691.68,2.78
M-899,D-1068,Radio,9602.73,8.91
M-900,D-5682,Print Media,40674.06,5.06
M-901,D-3239,Radio,6519.73,1.69
M-902,D-370,Radio,70191.17,9.36
M-903,D-7849,TV,26639.5,5.67
M-904,D-8948,Radio,27905.83,8.54
M-905,D-3237,Radio,5157.82,6.58
M-906,D-920,Online Ads,48423.46,3.75
M-907,D-366,Billboards,69640.94,8.89
M-908,D-3648,Billboards,65863.73,8.54
M-909,D-1650,Online Ads,96261.04,7.28
M-910,D-6135,Radio,40229.13,5.46
M-911,D-7779,Radio,14883.03,5.84
M-912,D-9700,Billboards,15381.8,7.15
M-913,D-1427,Radio,6999.27,7.19
M-914,D-100,Radio,86625.67,8.85
M-915,D-3394,Print Media,22702.89,7.7
M-916,D-8482,Radio,35962.78,2.78
M-917,D-6834,TV,20906.39,9.44
M-918,D-1153,Radio,52080.76,2.22
M-919,D-9192,TV,2200.74,9.13
M-920,D-2875,Print Media,53401.61,3.28
M-921,D-4417,Print Media,64850.59,2.11
M-922,D-3614,Billboards,64168.04,3.8
M-923,D-6545,Radio,92031.04,7.81
M-924,D-7118,Radio,62887.2,1.9
M-925,D-1938,Billboards,96294.97,7.97
M-926,D-4932,Billboards,73981.54,6.95
M-927,D-1957,Print Media,5965.89,9.37
M-928,D-3129,TV,82654.49,1.01
M-929,D-372,Online Ads,67443.84,3.45
M-930,D-5682,TV,47211.19,3.71
M-931,D-6930,Billboards,67179.96,6.91
M-932,D-1029,Radio,78773.63,4.59
M-933,D-1582,Online Ads,98427.64,5.72
M-934,D-7411,Billboards,84203.14,9.48
M-935,D-2266,TV,88897.19,8.75
M-936,D-3855,Online Ads,52427.3,5.34
M-937,D-1480,TV,4385.28,5.43
M-938,D-4481,Print Media,56185.89,4.16
M-939,D-6313,Online Ads,1391.45,7.11
M-940,D-9084,Billboards,48810.49,2.51
M-941,D-825,Billboards,52537.6,8.12
M-942,D-1645,TV,87244.66,7.26
M-943,D-6118,TV,13794.96,2.33
M-944,D-8148,Radio,98953.59,9.96
M-945,D-4270,Print Media,49388.85,2.21
M-946,D-9315,Radio,54125.03,6.99
M-947,D-4161,Radio,81689.39,4.36
M-948,D-1879,Print Media,99582.24,6.81
M-949,D-7620,Online Ads,5568.0,7.11
M-950,D-6929,Online Ads,39870.13,7.02
M-951,D-9443,Print Media,95774.71,7.36
M-952,D-1134,Billboards,68569.07,1.47
M-953,D-1493,Radio,16889.16,4.26
M-954,D-6782,Print Media,2888.84,4.47
M-955,D-5995,TV,23881.5,7.25
M-956,D-4620,Billboards,18602.64,1.12
M-957,D-67,TV,41956.82,7.54
M-958,D-7361,Radio,59407.34,9.8
M-959,D-7221,Online Ads,38438.91,4.5
M-960,D-6221,Radio,99458.72,9.07
M-961,D-1118,Print Media,21778.61,4.51
M-962,D-5610,Print Media,11380.47,3.76
M-963,D-5115,TV,67306.86,3.86
M-964,D-4188,Online Ads,40964.68,9.64
M-965,D-9829,TV,96690.94,9.12
M-966,D-3449,Billboards,70239.34,9.83
M-967,D-3748,Print Media,46246.79,1.34
M-968,D-197,Print Media,56419.15,9.64
M-969,D-3148,Print Media,84773.16,2.86
M-970,D-9478,Billboards,14487.59,5.22
M-971,D-2773,Billboards,46620.08,8.12
M-972,D-3205,Billboards,48282.08,9.28
M-973,D-2194,Print Media,58150.46,9.47
M-974,D-1481,Radio,12932.97,3.28
M-975,D-7192,Online Ads,51439.21,9.6
M-976,D-6055,Print Media,71730.14,8.6
M-977,D-1892,Print Media,18348.51,7.46
M-978,D-7827,Online Ads,6039.98,6.31
M-979,D-5702,TV,63521.17,2.85
M-980,D-2929,Radio,2561.3,6.0
M-981,D-4635,Radio,30498.22,7.75
M-982,D-585,Billboards,93692.6,4.82
M-983,D-7534,TV,27616.17,3.67
M-984,D-773,Online Ads,43776.75,1.12
M-985,D-1107,Online Ads,86809.13,6.87
M-986,D-9098,Billboards,42930.96,2.24
M-987,D-2411,TV,12819.8,9.8
M-988,D-7484,Radio,40894.05,8.51
M-989,D-7083,TV,98730.52,1.53
M-990,D-156,Billboards,81854.97,6.41
M-991,D-9478,Print Media,97170.52,1.73
M-992,D-5773,Billboards,70135.96,9.6
M-993,D-4346,Online Ads,4072.71,9.23
M-994,D-9763,Radio,41410.07,2.66
M-995,D-181,Print Media,79467.39,9.42
M-996,D-811,Billboards,25250.03,2.24
M-997,D-6985,Billboards,54377.15,8.03
M-998,D-5703,Online Ads,55775.83,4.76
M-999,D-7416,Radio,90810.38,8.44
M-1000,D-9673,Online Ads,80164.85,5.51
M-1001,D-1803,Radio,49569.51,3.52
M-1002,D-2673,Online Ads,44274.15,3.47
M-1003,D-2471,Radio,52664.97,3.07
M-1004,D-5986,Radio,10306.15,3.67
M-1005,D-327,Radio,60445.73,9.68
M-1006,D-5017,Print Media,29016.08,2.4
M-1007,D-4472,Print Media,75895.08,4.42
M-1008,D-6597,TV,57819.34,9.52
M-1009,D-382,Online Ads,10306.4,6.11
M-1010,D-5452,Billboards,83517.69,9.73
M-1011,D-4607,Radio,87666.67,1.99
M-1012,D-4880,Radio,65925.97,2.79
M-1013,D-2246,Radio,13392.63,8.66
M-1014,D-9497,Billboards,45663.11,3.45
M-1015,D-7116,Radio,7530.86,9.29
M-1016,D-2626,Online Ads,68614.75,4.6
M-1017,D-5992,TV,92776.69,8.2
M-1018,D-8669,Billboards,71667.83,8.45
M-1019,D-987,Print Media,83232.45,5.9
M-1020,D-8920,Billboards,7113.01,3.95
M-1021,D-5384,Print Media,52589.26,7.56
M-1022,D-8099,Online Ads,60294.83,7.22
M-1023,D-7170,Print Media,9646.46,2.86
M-1024,D-8272,Billboards,37421.97,6.35
M-1025,D-2935,TV,46167.79,8.2
M-1026,D-6839,Print Media,19590.84,6.02
M-1027,D-8318,Online Ads,52249.19,2.15
M-1028,D-9327,Online Ads,73586.84,6.36
M-1029,D-7938,Online Ads,35237.93,8.67
M-1030,D-2127,Online Ads,8088.54,4.43
M-1031,D-1588,Print Media,81243.93,5.41
M-1032,D-2682,Billboards,25684.08,6.28
M-1033,D-9322,Online Ads,74231.03,9.19
M-1034,D-5793,Online Ads,66300.18,2.1
M-1035,D-8842,Online Ads,55994.09,4.16
M-1036,D-270,Radio,20655.84,6.28
M-1037,D-2394,TV,15253.4,3.53
M-1038,D-1804,Billboards,50166.48,2.0
M-1039,D-3605,Online Ads,13607.81,9.2
M-1040,D-5568,Print Media,78508.16,6.56
M-1041,D-9258,Radio,63721.99,5.88
M-1042,D-9746,Billboards,45955.72,6.67
M-1043,D-819,Billboards,56168.72,2.82
M-1044,D-931,Online Ads,48029.91,2.27
M-1045,D-4875,Print Media,71986.76,7.96
M-1046,D-8655,TV,69752.06,9.67
M-1047,D-7377,Print Media,44722.01,1.7
M-1048,D-6260,TV,60651.88,1.68
M-1049,D-5578,Print Media,88985.73,1.95
M-1050,D-2365,TV,41375.52,4.01
M-1051,D-121,Print Media,27278.41,3.68
M-1052,D-3232,TV,85419.95,6.01
M-1053,D-4844,Online Ads,33928.74,3.15
M-1054,D-7338,Print Media,26796.17,9.53
M-1055,D-5896,Radio,51268.06,1.19
M-1056,D-5165,TV,98323.52,7.08
M-1057,D-1127,Online Ads,70730.97,3.71
M-1058,D-7950,Online Ads,56640.98,5.42
M-1059,D-2893,Online Ads,4613.44,8.22
M-1060,D-3781,TV,7736.78,8.35
M-1061,D-692,TV,19943.63,8.17
M-1062,D-3867,Online Ads,72642.87,1.79
M-1063,D-427,TV,84364.12,4.66
M-1064,D-1924,Online Ads,43192.67,7.25
M-1065,D-8797,Print Media,18733.96,6.56
M-1066,D-514,Radio,91636.6,3.18
M-1067,D-3192,Online Ads,28827.9,6.05
M-1068,D-7486,Billboards,13839.38,4.06
M-1069,D-7054,Radio,94444.02,3.24
M-1070,D-1652,Print Media,20050.76,5.02
M-1071,D-8367,Radio,48800.86,7.47
M-1072,D-7281,Billboards,50794.77,6.16
M-1073,D-8759,Online Ads,26549.95,5.52
M-1074,D-1950,Billboards,20272.11,3.22
M-1075,D-4754,TV,84774.93,1.59
M-1076,D-6425,Billboards,61707.12,5.13
M-1077,D-6761,Radio,81271.97,4.82
M-1078,D-4434,Print Media,58268.74,3.13
M-1079,D-6339,Online Ads,49377.9,2.6
M-1080,D-6916,Billboards,40153.14,1.71
M-1081,D-7731,Print Media,92156.37,5.97
M-1082,D-9999,Print Media,32463.36,3.81
M-1083,D-1951,TV,33886.1,6.62
M-1084,D-3305,Online Ads,11207.39,8.47
M-1085,D-8791,Online Ads,36520.03,8.26
M-1086,D-298,Online Ads,31065.67,9.34
M-1087,D-1081,Print Media,47499.42,1.2
M-1088,D-1383,Radio,72131.15,8.08
M-1089,D-4852,Radio,56436.3,6.55
M-1090,D-8485,Print Media,91477.2,2.17
M-1091,D-1871,Radio,80894.75,6.58
M-1092,D-4111,Online Ads,85159.52,4.13
M-1093,D-2026,TV,47445.33,6.14
M-1094,D-2861,TV,76657.87,5.39
M-1095,D-6160,Online Ads,98528.32,2.93
M-1096,D-193,Online Ads,28630.4,6.73
M-1097,D-3723,Radio,99990.85,7.27
M-1098,D-7872,Billboards,73261.89,4.74
M-1099,D-8557,Billboards,90934.59,2.52
M-1100,D-2238,Billboards,63740.37,2.84
M-1101,D-8026,TV,59366.6,2.87
M-1102,D-6068,TV,69531.44,2.49
M-1103,D-6722,Billboards,70896.9,3.43
M-1104,D-293,Billboards,43553.0,2.77
M-1105,D-8243,Print Media,60890.02,4.38
M-1106,D-3633,Radio,33430.65,8.64
M-1107,D-9519,Print Media,6391.62,5.8
M-1108,D-1536,TV,49718.03,5.22
M-1109,D-8176,Online Ads,72873.68,2.63
M-1110,D-3904,TV,84918.54,2.07
M-1111,D-2649,Online Ads,80924.82,5.43
M-1112,D-7885,Print Media,16292.88,1.5
M-1113,D-8004,Print Media,41702.87,6.3
M-1114,D-6537,Print Media,4511.81,2.83
M-1115,D-2113,Online Ads,48182.67,7.96
M-1116,D-8539,Print Media,65123.85,5.41
M-1117,D-2880,Radio,37503.04,5.81
M-1118,D-5867,Radio,42249.31,3.22
M-1119,D-4601,Print Media,58687.9,3.07
M-1120,D-9754,Online Ads,66694.1,2.03
M-1121,D-7573,Print Media,12047.27,3.36
M-1122,D-1857,Print Media,18610.45,8.48
M-1123,D-7240,Billboards,9076.29,4.27
M-1124,D-1834,Online Ads,43229.11,9.92
M-1125,D-718,Billboards,31719.02,7.94
M-1126,D-6842,Online Ads,1890.42,1.35
M-1127,D-4103,Billboards,61309.0,3.92
M-1128,D-5624,Online Ads,2888.85,9.26
M-1129,D-1282,Billboards,27973.98,6.08
M-1130,D-3153,TV,24456.46,2.23
M-1131,D-248,Billboards,69357.47,9.18
M-1132,D-4871,Online Ads,14006.36,2.35
M-1133,D-7922,Radio,31774.22,8.06
M-1134,D-7923,Print Media,10896.92,5.52
M-1135,D-191,Radio,61635.44,5.39
M-1136,D-7168,Radio,97833.56,1.4
M-1137,D-7148,TV,90490.88,9.22
M-1138,D-6838,TV,36982.29,8.5
M-1139,D-2702,Radio,61904.62,6.76
M-1140,D-5534,Radio,20861.56,6.42
M-1141,D-8500,Radio,87492.53,8.3
M-1142,D-3954,Radio,29951.98,2.96
M-1143,D-3872,Billboards,18480.11,5.98
M-1144,D-9677,Radio,77887.79,5.6
M-1145,D-3388,Billboards,15107.3,3.84
M-1146,D-661,Billboards,62807.34,3.93
M-1147,D-4065,Billboards,51095.92,4.5
M-1148,D-7224,TV,48745.98,5.34
M-1149,D-5950,Online Ads,67520.2,9.79
M-1150,D-3579,Print Media,78842.62,2.53
M-1151,D-5901,Print Media,79850.75,9.63
M-1152,D-5652,Online Ads,11312.07,5.32
M-1153,D-2202,Print Media,44038.36,8.25
M-1154,D-5374,TV,78347.06,2.75
M-1155,D-5484,Billboards,11145.37,6.37
M-1156,D-7260,Print Media,56560.28,3.76
M-1157,D-5635,TV,96051.4,8.86
M-1158,D-263,Online Ads,85231.03,6.33
M-1159,D-9763,Print Media,46245.36,3.36
M-1160,D-4064,TV,71208.48,4.64
M-1161,D-6529,Online Ads,56415.77,3.41
M-1162,D-2313,TV,11050.84,9.23
M-1163,D-6265,TV,64628.28,5.17
M-1164,D-4458,Billboards,63106.9,7.83
M-1165,D-159,Billboards,53312.46,6.33
M-1166,D-8976,Radio,16804.05,8.58
M-1167,D-9010,Radio,70195.83,3.12
M-1168,D-1702,TV,83561.56,9.61
M-1169,D-2548,Print Media,34269.33,8.02
M-1170,D-5843,TV,57576.79,3.83
M-1171,D-1090,TV,93855.51,5.93
M-1172,D-4948,Print Media,50707.19,7.26
M-1173,D-3839,Radio,35270.55,1.39
M-1174,D-3815,Radio,26053.67,5.69
M-1175,D-8257,Radio,40991.48,6.85
M-1176,D-4016,Print Media,69848.38,2.91
M-1177,D-1158,TV,89548.63,6.4
M-1178,D-1045,Print Media,37143.43,2.72
M-1179,D-1463,TV,79674.04,4.57
M-1180,D-705,Online Ads,46489.81,1.02
M-1181,D-9568,Print Media,63734.78,5.5
M-1182,D-1937,Radio,34296.88,7.76
M-1183,D-5361,Online Ads,53192.16,5.62
M-1184,D-8064,Billboards,16542.61,7.93
M-1185,D-1993,Print Media,92852.02,3.93
M-1186,D-521,TV,31738.35,2.05
M-1187,D-3390,Radio,5386.52,4.91
M-1188,D-643,TV,31150.53,8.22
M-1189,D-563,Online Ads,74182.19,5.72
M-1190,D-78,TV,74349.47,3.66
M-1191,D-938,Print Media,16786.26,3.15
M-1192,D-2021,Radio,73993.4,3.63
M-1193,D-8280,Billboards,32245.14,5.81
M-1194,D-888,Radio,26288.96,9.53
M-1195,D-7862,Radio,5530.47,8.3
M-1196,D-6254,Online Ads,99436.46,7.39
M-1197,D-4505,Billboards,56638.92,7.16
M-1198,D-2328,Print Media,14983.84,7.13
M-1199,D-5391,Online Ads,79715.06,9.86
M-1200,D-604,Print Media,69274.34,3.13
M-1201,D-8684,Billboards,21574.86,7.89
M-1202,D-394,Billboards,23926.51,7.93
M-1203,D-5290,Radio,11148.56,8.53
M-1204,D-1639,Online Ads,62325.84,4.28
M-1205,D-2158,TV,10984.59,9.29
M-1206,D-530,TV,76222.74,1.73
M-1207,D-8705,Billboards,92369.49,1.79
M-1208,D-8991,Billboards,99397.61,6.77
M-1209,D-1801,Online Ads,93016.08,1.45
M-1210,D-9499,Billboards,72053.39,9.53
M-1211,D-472,Online Ads,97990.63,8.19
M-1212,D-7711,Radio,43532.47,1.71
M-1213,D-7185,Radio,68388.12,8.04
M-1214,D-6480,Billboards,21258.66,1.11
M-1215,D-836,Billboards,11855.21,5.69
M-1216,D-2904,TV,33726.98,6.26
M-1217,D-8348,Billboards,27266.35,4.67
M-1218,D-5866,Online Ads,83540.38,9.27
M-1219,D-396,Billboards,82650.15,3.54
M-1220,D-6077,Radio,53867.37,2.02
M-1221,D-6059,Online Ads,89936.29,8.53
M-1222,D-5833,Online Ads,99619.63,7.72
M-1223,D-8310,Print Media,64633.0,2.06
M-1224,D-757,TV,68704.49,2.25
M-1225,D-9539,Online Ads,34644.79,1.68
M-1226,D-1523,Print Media,26555.7,7.75
M-1227,D-8206,Print Media,26392.91,7.46
M-1228,D-6340,Billboards,48941.87,7.5
M-1229,D-2246,Billboards,46161.09,3.6
