Revenue_ID,Drug_ID,Year,Total_Revenue
R-801,D-3315,2024,1285347.67
R-802,D-3005,2023,1651238.1
R-803,D-5771,2024,1340984.0
R-804,D-7562,2018,127596.18
R-805,D-374,2021,1278749.68
R-806,D-4985,2020,975965.46
R-807,D-4703,2016,1984247.42
R-808,D-1386,2024,1584202.41
R-809,D-4252,2020,756161.15
R-810,D-8352,2021,1961647.4
R-811,D-2348,2020,1712412.66
R-812,D-2434,2019,354987.43
R-813,D-4575,2020,1130549.61
R-814,D-3432,2021,894647.68
R-815,D-300,2015,435017.61
R-816,D-3003,2018,263657.62
R-817,D-5560,2020,405271.01
R-818,D-5313,2021,1374307.6
R-819,D-8263,2021,154640.4
R-820,D-8556,2016,1115291.07
R-821,D-9143,2024,1331113.21
R-822,D-5971,2022,524161.74
R-823,D-5340,2018,604987.86
R-824,D-7271,2024,60408.63
R-825,D-3424,2024,444465.65
R-826,D-9733,2021,400592.78
R-827,D-3607,2019,1273245.4
R-828,D-9922,2016,810157.55
R-829,D-8001,2022,1178853.64
R-830,D-4384,2021,344793.88
R-831,D-2757,2020,1472856.49
R-832,D-6532,2022,1502225.81
R-833,D-123,2015,296675.32
R-834,D-8906,2022,482489.94
R-835,D-5881,2022,887253.81
R-836,D-5816,2024,553171.32
R-837,D-729,2019,694488.99
R-838,D-2221,2024,347754.17
R-839,D-6444,2016,1392471.08
R-840,D-2580,2017,1063017.1
R-841,D-6140,2015,874869.35
R-842,D-9616,2015,1629176.39
R-843,D-1794,2018,994285.78
R-844,D-4356,2017,1208616.92
R-845,D-3893,2020,1691025.52
R-846,D-5192,2023,1052638.22
R-847,D-3568,2021,256578.54
R-848,D-9365,2021,1531828.77
R-849,D-5911,2018,475244.73
R-850,D-9754,2022,1544749.12
R-851,D-5220,2015,902101.43
R-852,D-6673,2017,1778053.18
R-853,D-9865,2016,1436491.89
R-854,D-1994,2021,298927.66
R-855,D-7618,2024,1847498.77
R-856,D-2649,2023,1457709.22
R-857,D-239,2022,1533085.33
R-858,D-7721,2015,882513.58
R-859,D-1009,2024,432997.33
R-860,D-4052,2016,65560.35
R-861,D-7134,2017,324914.72
R-862,D-7962,2021,1058977.29
R-863,D-9130,2021,731917.23
R-864,D-8252,2022,1435496.09
R-865,D-9830,2016,1442871.58
R-866,D-3334,2022,1410351.62
R-867,D-7770,2018,590127.71
R-868,D-3175,2023,1145075.13
R-869,D-6372,2017,746230.57
R-870,D-3607,2018,741975.2
R-871,D-787,2018,1998520.26
R-872,D-1577,2022,1283531.17
R-873,D-5654,2024,1068101.81
R-874,D-3002,2022,185189.47
R-875,D-7729,2016,137363.86
R-876,D-7919,2018,1758472.64
R-877,D-3292,2015,1188258.26
R-878,D-7670,2017,261387.84
R-879,D-4636,2022,1227061.25
R-880,D-8886,2016,489951.7
R-881,D-1525,2020,1175265.55
R-882,D-2014,2016,491505.23
R-883,D-8709,2018,775092.56
R-884,D-4929,2018,499440.23
R-885,D-4506,2017,494146.78
R-886,D-8951,2021,1740424.12
R-887,D-8102,2024,697120.82
R-888,D-8748,2015,1455634.47
R-889,D-9500,2016,393224.34
R-890,D-277,2023,1038764.0
R-891,D-5856,2022,725764.14
R-892,D-2460,2018,506124.5
R-893,D-9412,2021,1099112.13
R-894,D-1652,2018,1281033.17
R-895,D-8892,2022,67308.66
R-896,D-4656,2021,597968.17
R-897,D-4742,2017,575059.81
R-898,D-823,2022,1784449.72
R-899,D-9326,2019,1131828.38
R-900,D-371,2017,1323532.72
R-901,D-1001,2015,256810.39
R-902,D-2752,2023,202923.38
R-903,D-5605,2021,1340153.78
R-904,D-5268,2015,338249.02
R-905,D-8453,2015,164085.36
R-906,D-7487,2017,143496.82
R-907,D-8365,2016,1375477.1
R-908,D-2500,2024,371251.26
R-909,D-5309,2016,1248624.02
R-910,D-7595,2017,1326158.2
R-911,D-3262,2019,1272667.21
R-912,D-1793,2016,1828179.03
R-913,D-3470,2021,475131.02
R-914,D-365,2019,1208276.27
R-915,D-2937,2019,1404973.33
R-916,D-2565,2022,127431.92
R-917,D-511,2024,427608.32
R-918,D-3794,2021,270161.43
R-919,D-7418,2023,767327.25
R-920,D-4029,2023,1406530.46
R-921,D-5672,2017,814511.3
R-922,D-4940,2019,1915713.03
R-923,D-691,2023,1775197.65
R-924,D-5988,2024,133932.36
R-925,D-3814,2018,297194.51
R-926,D-3294,2017,565096.47
R-927,D-4142,2018,120085.14
R-928,D-3,2016,573628.85
R-929,D-1572,2022,1205161.66
R-930,D-6841,2019,1060083.43
R-931,D-4553,2023,1113201.04
R-932,D-7540,2019,536546.51
R-933,D-8899,2023,1962710.43
R-934,D-5917,2022,620173.45
R-935,D-997,2019,295458.48
R-936,D-6822,2016,1835331.98
R-937,D-514,2020,1662715.62
R-938,D-3749,2017,271807.9
R-939,D-3244,2015,281593.68
R-940,D-8184,2018,296540.87
R-941,D-1132,2016,434646.48
R-942,D-8785,2019,407812.98
R-943,D-6235,2022,1320108.83
R-944,D-5785,2020,1537977.5
R-945,D-8287,2019,225809.68
R-946,D-5236,2023,1925547.23
R-947,D-1163,2023,1286013.66
R-948,D-347,2015,1642493.82
R-949,D-2141,2021,407640.84
R-950,D-1141,2016,984836.6
R-951,D-4734,2022,783077.71
R-952,D-6566,2019,1461207.07
R-953,D-5286,2022,750373.95
R-954,D-4263,2018,1161248.59
R-955,D-8809,2023,403704.33
R-956,D-1728,2018,1986978.31
R-957,D-9239,2021,534553.52
R-958,D-3369,2021,351845.83
R-959,D-2842,2024,1953525.56
R-960,D-2733,2019,569333.17
R-961,D-363,2022,668803.82
R-962,D-6413,2016,1644907.22
R-963,D-1099,2023,1404970.16
R-964,D-5784,2018,916733.83
R-965,D-2796,2019,1163336.0
R-966,D-5186,2019,970235.33
R-967,D-488,2024,387567.73
R-968,D-1305,2024,1654462.21
R-969,D-9826,2023,396166.32
R-970,D-1295,2020,1547891.28
R-971,D-7171,2021,1110176.15
R-972,D-7903,2019,871676.49
R-973,D-9863,2022,256083.37
R-974,D-8360,2017,1845602.04
R-975,D-7247,2020,689430.7
R-976,D-9243,2020,1061879.53
R-977,D-5140,2018,1361797.82
R-978,D-343,2021,1588071.32
R-979,D-4899,2020,1057916.0
R-980,D-7637,2020,918163.81
R-981,D-520,2020,367249.0
R-982,D-188,2021,882513.13
R-983,D-6560,2015,573897.93
R-984,D-3006,2020,1108960.75
R-985,D-2301,2024,300188.03
R-986,D-5284,2017,1975030.81
R-987,D-724,2018,1656013.59
R-988,D-1245,2018,491531.84
R-989,D-7400,2023,893212.88
R-990,D-8085,2024,923842.8
R-991,D-5457,2017,151873.77
R-992,D-1273,2020,498177.24
R-993,D-7617,2016,1131543.6
R-994,D-4619,2021,1803619.38
R-995,D-8953,2024,633389.46
R-996,D-9723,2016,1331459.12
R-997,D-611,2018,887244.65
R-998,D-9833,2015,1347628.18
R-999,D-2915,2021,1065442.73
R-1000,D-3264,2023,383307.31
R-1001,D-9224,2018,407692.42
R-1002,D-3622,2016,1609749.05
R-1003,D-6698,2017,1676882.63
R-1004,D-281,2024,1237473.87
R-1005,D-5050,2017,1218837.59
R-1006,D-4597,2023,74621.32
R-1007,D-7944,2020,1503935.54
R-1008,D-294,2015,1791888.25
R-1009,D-7604,2018,1268436.85
R-1010,D-312,2019,551701.8
R-1011,D-6873,2016,686760.7
R-1012,D-7098,2018,111703.06
R-1013,D-839,2020,766020.92
R-1014,D-5879,2024,791012.22
R-1015,D-8078,2015,346718.16
R-1016,D-6229,2022,924367.7
R-1017,D-5263,2015,707430.85
R-1018,D-2098,2021,1196741.83
R-1019,D-7743,2022,1929843.48
R-1020,D-3371,2016,1131613.34
R-1021,D-9464,2020,275413.22
R-1022,D-9134,2016,1403377.5
R-1023,D-4036,2020,373389.28
R-1024,D-1157,2017,1839067.24
R-1025,D-1565,2020,1046178.06
R-1026,D-2616,2023,1486818.4
R-1027,D-5330,2021,1490683.99
R-1028,D-9710,2017,1271326.67
R-1029,D-8250,2016,712459.74
R-1030,D-2602,2022,1278418.44
R-1031,D-2282,2015,1475391.97
R-1032,D-1402,2015,1917066.84
R-1033,D-8445,2023,1132256.49
R-1034,D-9795,2022,1051373.35
R-1035,D-8781,2023,1540966.74
R-1036,D-7356,2016,1166727.53
R-1037,D-140,2018,930233.49
R-1038,D-1802,2017,1662299.64
R-1039,D-7076,2024,515164.59
R-1040,D-2555,2024,621799.69
R-1041,D-4770,2016,1979830.89
R-1042,D-4174,2016,801860.45
R-1043,D-4402,2016,714635.9
R-1044,D-5634,2016,1644314.75
R-1045,D-1156,2023,1013051.27
R-1046,D-6485,2017,889224.66
R-1047,D-9967,2022,1888195.87
R-1048,D-6741,2024,289094.36
R-1049,D-1350,2023,1397694.0
R-1050,D-3526,2019,248531.31
R-1051,D-8003,2015,983233.25
R-1052,D-238,2020,1531628.35
R-1053,D-3993,2023,286568.35
R-1054,D-4287,2017,692241.14
R-1055,D-485,2022,1799474.06
R-1056,D-8868,2018,1402724.93
R-1057,D-4614,2019,1511539.4
R-1058,D-9924,2020,763493.51
R-1059,D-7781,2024,1409383.48
R-1060,D-8535,2024,1784401.41
R-1061,D-5296,2023,1430093.61
R-1062,D-3683,2021,1034442.9
R-1063,D-1997,2020,965605.5
R-1064,D-5206,2024,1820795.77
R-1065,D-728,2023,1742638.28
R-1066,D-2276,2024,1135033.34
R-1067,D-7462,2023,1971946.68
R-1068,D-4774,2024,1818226.09
R-1069,D-3966,2017,1296394.0
R-1070,D-9228,2015,133086.88
R-1071,D-3995,2023,287200.52
R-1072,D-9924,2020,1989651.09
R-1073,D-1898,2023,963628.54
R-1074,D-9218,2017,1422078.0
R-1075,D-1659,2019,583448.15
R-1076,D-6228,2020,1276894.53
R-1077,D-5774,2020,734147.28
R-1078,D-4546,2015,585332.17
R-1079,D-5162,2018,748187.13
R-1080,D-9694,2016,136325.66
R-1081,D-4605,2021,1846403.55
R-1082,D-8848,2018,1725170.1
R-1083,D-390,2015,1872786.32
R-1084,D-6722,2022,1353070.97
R-1085,D-2206,2018,173092.57
R-1086,D-898,2018,912516.44
R-1087,D-9472,2020,348247.7
R-1088,D-5181,2024,1100020.1
R-1089,D-2149,2024,699677.0
R-1090,D-8105,2023,825381.26
R-1091,D-5479,2020,1774225.56
R-1092,D-8200,2022,1268847.84
R-1093,D-6471,2020,1298339.03
R-1094,D-975,2016,1697683.45
R-1095,D-7360,2017,1238271.18
R-1096,D-2573,2017,732815.59
R-1097,D-5797,2020,1642628.9
R-1098,D-996,2018,511616.89
R-1099,D-9750,2022,79602.25
R-1100,D-3114,2021,1360991.05
R-1101,D-3115,2024,574811.76
R-1102,D-3598,2023,696593.88
R-1103,D-353,2019,1897738.96
R-1104,D-2432,2023,1817840.45
R-1105,D-823,2017,345865.12
R-1106,D-6841,2023,1435380.35
R-1107,D-8961,2017,1712200.26
R-1108,D-3043,2019,1865769.85
R-1109,D-2335,2016,100339.74
R-1110,D-219,2015,1985268.74
R-1111,D-5263,2019,1419542.85
R-1112,D-3518,2017,134635.45
R-1113,D-8360,2015,1026114.81
R-1114,D-4630,2022,1384818.42
R-1115,D-5518,2016,1304000.78
R-1116,D-2650,2015,1504927.6
R-1117,D-9105,2016,411366.56
R-1118,D-1827,2020,1913144.83
R-1119,D-3385,2021,1847295.93
R-1120,D-4101,2018,654307.28
R-1121,D-9388,2018,1059669.68
R-1122,D-7675,2024,1076367.77
R-1123,D-8430,2016,1530154.23
R-1124,D-5191,2023,1876822.66
R-1125,D-7323,2015,1559155.31
R-1126,D-5223,2022,1532406.8
R-1127,D-2454,2020,511325.96
R-1128,D-3661,2022,1197318.3
R-1129,D-2373,2021,1283217.59
R-1130,D-6181,2019,147577.12
R-1131,D-6170,2019,1242730.28
R-1132,D-1407,2024,1750548.28
R-1133,D-531,2018,1006811.03
R-1134,D-3438,2017,1445728.41
R-1135,D-9011,2017,1443769.5
R-1136,D-2548,2024,1541810.02
R-1137,D-1851,2018,713811.16
R-1138,D-1949,2018,1869908.14
R-1139,D-8593,2015,909820.52
R-1140,D-6765,2022,856353.6
R-1141,D-2837,2019,165965.39
R-1142,D-123,2017,1346855.81
R-1143,D-5236,2018,1300607.31
R-1144,D-706,2017,1140984.62
R-1145,D-2101,2023,1757764.55
R-1146,D-6096,2024,1268662.99
R-1147,D-5228,2018,1429236.42
R-1148,D-1079,2016,1186691.5
R-1149,D-3969,2015,1698405.34
R-1150,D-769,2019,874054.41
R-1151,D-9238,2024,1641384.23
R-1152,D-9614,2023,1295099.93
R-1153,D-6426,2023,741965.15
R-1154,D-2827,2015,1019919.63
R-1155,D-9978,2021,253282.52
R-1156,D-4869,2024,819609.96
R-1157,D-2951,2019,1901204.21
R-1158,D-6675,2019,1998270.54
R-1159,D-4764,2015,664489.05
R-1160,D-8163,2021,87611.43
R-1161,D-8052,2018,1262038.25
R-1162,D-272,2022,1900738.02
R-1163,D-7782,2017,1691265.34
R-1164,D-335,2016,1288401.55
R-1165,D-3584,2018,1303210.18
R-1166,D-4778,2021,127336.23
R-1167,D-5535,2021,1311575.13
R-1168,D-6191,2016,570879.91
R-1169,D-2860,2020,1963391.71
R-1170,D-1184,2024,1175912.14
R-1171,D-5833,2017,182946.74
R-1172,D-5888,2023,1161528.82
R-1173,D-5416,2017,1470503.65
R-1174,D-2240,2017,1439312.61
R-1175,D-7947,2019,552183.03
R-1176,D-4195,2024,275392.0
R-1177,D-2511,2021,929896.98
R-1178,D-1804,2018,621480.69
R-1179,D-6544,2023,1246085.4
R-1180,D-9334,2017,88900.12
R-1181,D-1688,2020,1898535.42
R-1182,D-9572,2021,582751.75
R-1183,D-5845,2024,1241326.31
R-1184,D-7947,2022,1400140.62
R-1185,D-5821,2016,662206.67
R-1186,D-9295,2021,1708225.13
R-1187,D-4989,2024,1457029.17
R-1188,D-1879,2024,667826.24
R-1189,D-9307,2016,1063772.03
R-1190,D-251,2022,1708929.76
R-1191,D-4111,2020,1965087.88
R-1192,D-5288,2020,232359.85
R-1193,D-4329,2019,683718.96
R-1194,D-9412,2016,265685.71
R-1195,D-805,2018,400850.69
R-1196,D-7124,2018,1331496.23
R-1197,D-5279,2015,1583781.91
R-1198,D-4933,2023,587765.13
R-1199,D-8141,2016,100110.8
R-1200,D-8620,2020,1214388.75
R-1201,D-2401,2016,444175.56
R-1202,D-9977,2016,1331571.18
R-1203,D-2405,2018,919251.77
R-1204,D-4928,2015,677499.33
R-1205,D-919,2015,1977901.35
R-1206,D-8222,2016,1117567.97
R-1207,D-8569,2015,1567337.19
R-1208,D-6343,2020,1876670.66
R-1209,D-7005,2023,1693980.98
R-1210,D-6606,2024,815632.96
R-1211,D-1210,2024,841504.57
R-1212,D-1770,2016,1551673.18
R-1213,D-8653,2016,433392.28
R-1214,D-7276,2019,875805.08
R-1215,D-942,2019,428537.74
R-1216,D-219,2018,996499.93
R-1217,D-7182,2019,128529.87
R-1218,D-4415,2017,979344.53
R-1219,D-9082,2019,1800759.88
R-1220,D-9949,2024,906920.32
R-1221,D-208,2019,1673452.58
R-1222,D-220,2016,1733151.92
R-1223,D-6809,2020,368886.33
R-1224,D-1498,2021,1691000.77
R-1225,D-9018,2016,1122080.79
R-1226,D-647,2018,1044258.3
R-1227,D-2505,2020,924733.86
R-1228,D-530,2019,1809321.12
R-1229,D-3107,2021,551420.09
R-1230,D-1883,2021,669516.04
R-1231,D-6121,2018,1078805.69
R-1232,D-6057,2024,1809236.5
R-1233,D-7078,2015,1487550.3
R-1234,D-7613,2022,1589963.61
R-1235,D-7568,2018,281759.54
R-1236,D-5194,2023,867764.84
R-1237,D-3042,2022,254380.6
R-1238,D-1888,2020,519563.45
R-1239,D-6732,2021,587092.01
R-1240,D-3202,2020,1513930.29
R-1241,D-6021,2021,618379.33
R-1242,D-2578,2016,411851.13
R-1243,D-4205,2024,193738.1
R-1244,D-4592,2016,1224111.49
R-1245,D-4935,2016,612678.82
R-1246,D-5823,2017,241298.05
R-1247,D-473,2024,1754183.32
R-1248,D-7383,2019,52077.62
R-1249,D-7119,2024,1162891.65
R-1250,D-5295,2015,139825.33
R-1251,D-5023,2019,1923849.39
R-1252,D-7480,2015,260297.34
R-1253,D-8650,2016,1501695.23
R-1254,D-8391,2017,349860.21
R-1255,D-9461,2022,126993.83
R-1256,D-1597,2017,354619.11
R-1257,D-5188,2019,1570428.03
R-1258,D-6086,2016,604849.17
R-1259,D-3951,2024,398019.76
R-1260,D-8772,2022,129237.21
R-1261,D-9583,2020,1933487.0
R-1262,D-7640,2015,835280.11
R-1263,D-8047,2017,1120232.19
R-1264,D-5941,2023,494319.73
R-1265,D-1926,2023,84794.96
R-1266,D-5037,2022,1706695.52
R-1267,D-2185,2018,1882960.5
R-1268,D-5229,2018,388877.93
R-1269,D-8195,2023,1184006.82
R-1270,D-345,2016,281836.23
R-1271,D-8147,2022,1704437.2
R-1272,D-4846,2019,1248175.94
R-1273,D-2377,2020,1239221.65
R-1274,D-2600,2019,1518791.19
R-1275,D-1871,2024,360832.9
R-1276,D-2646,2023,1834171.29
R-1277,D-21,2020,1713749.52
R-1278,D-3146,2021,1650272.65
R-1279,D-7685,2017,1645610.17
R-1280,D-3498,2022,1049225.04
R-1281,D-6776,2020,320549.01
R-1282,D-200,2022,1719183.34
R-1283,D-182,2022,1293282.68
R-1284,D-1740,2022,455624.84
R-1285,D-4948,2022,195569.35
R-1286,D-5277,2023,472599.06
R-1287,D-3058,2018,1601499.87
R-1288,D-3965,2017,1948693.69
R-1289,D-2898,2016,1579437.88
R-1290,D-4002,2023,1819904.16
R-1291,D-2148,2021,1597818.78
R-1292,D-1789,2022,165900.43
R-1293,D-4722,2018,150899.2
R-1294,D-2192,2018,1765046.38
R-1295,D-555,2022,299976.5
R-1296,D-4327,2017,722929.58
R-1297,D-1648,2021,1398634.88
R-1298,D-7987,2020,861646.64
R-1299,D-9639,2021,461913.09
R-1300,D-3477,2023,1413712.68
R-1301,D-9383,2018,557111.6
R-1302,D-5375,2022,461446.65
R-1303,D-3599,2017,1909142.86
R-1304,D-8373,2015,407055.86
R-1305,D-4779,2015,264998.55
R-1306,D-3150,2019,779198.4
R-1307,D-245,2020,1106249.79
R-1308,D-7921,2016,1774867.41
R-1309,D-1160,2021,1221088.17
R-1310,D-8366,2020,261647.65
R-1311,D-4978,2020,1242073.7
R-1312,D-6726,2024,505969.14
R-1313,D-7063,2016,134870.96
R-1314,D-191,2020,1878015.98
R-1315,D-9940,2016,1967672.62
R-1316,D-418,2022,155017.58
R-1317,D-3994,2023,1386027.3
R-1318,D-5413,2017,340698.18
R-1319,D-1804,2022,932201.54
R-1320,D-4413,2018,444684.24
R-1321,D-9788,2018,548573.41
R-1322,D-833,2020,186350.26
R-1323,D-3413,2015,1293995.77
R-1324,D-3579,2017,647157.62
R-1325,D-3812,2016,160454.24
R-1326,D-1592,2019,635956.39
R-1327,D-4049,2017,1045034.94
R-1328,D-9326,2016,64240.38
R-1329,D-3198,2022,1798506.29
R-1330,D-6248,2017,1775856.26
R-1331,D-584,2016,750202.88
R-1332,D-5829,2024,582750.59
R-1333,D-7754,2024,1492014.26
R-1334,D-2430,2023,120033.3
R-1335,D-864,2024,1537513.49
R-1336,D-7384,2023,1569415.35
R-1337,D-3302,2017,1906776.69
R-1338,D-1454,2018,755837.69
R-1339,D-1165,2022,1273874.15
R-1340,D-5919,2017,1135639.4
R-1341,D-6764,2017,1675477.52
R-1342,D-8022,2019,567353.92
R-1343,D-6760,2017,330428.83
R-1344,D-2869,2023,606421.85
R-1345,D-3900,2017,761980.6
R-1346,D-8239,2018,976064.88
R-1347,D-7004,2019,1527221.96
R-1348,D-5881,2019,453350.22
R-1349,D-8716,2017,1633592.45
R-1350,D-2173,2024,536841.37
R-1351,D-6637,2015,581545.79
R-1352,D-3839,2022,1244157.6
R-1353,D-429,2016,1327836.6
R-1354,D-1582,2017,346718.7
R-1355,D-6171,2017,1146262.44
R-1356,D-1272,2018,630973.02
R-1357,D-8256,2015,1099182.08
R-1358,D-928,2017,773972.68
R-1359,D-3096,2020,1903708.29
R-1360,D-564,2018,1523706.97
R-1361,D-3526,2015,479047.23
R-1362,D-8581,2015,178439.52
R-1363,D-7174,2022,633592.61
R-1364,D-9515,2017,1546880.65
R-1365,D-4498,2018,1997040.88
R-1366,D-2583,2017,58743.91
R-1367,D-6519,2019,241259.65
R-1368,D-3460,2023,1931807.38
R-1369,D-4631,2019,1589097.61
R-1370,D-126,2019,302506.93
R-1371,D-5806,2019,1880241.22
R-1372,D-4831,2019,498835.35
R-1373,D-8079,2015,326438.24
R-1374,D-5862,2020,1693514.43
R-1375,D-6103,2016,1986917.97
R-1376,D-1192,2018,1206923.31
R-1377,D-5451,2022,524844.69
R-1378,D-6588,2019,89720.22
R-1379,D-8522,2023,307055.57
R-1380,D-3686,2023,918981.69
R-1381,D-2566,2022,67073.85
R-1382,D-3071,2015,1703321.34
R-1383,D-9979,2020,919025.07
R-1384,D-9477,2020,1706207.53
R-1385,D-1184,2019,1481868.14
R-1386,D-8970,2023,1441169.65
R-1387,D-1098,2015,119722.22
R-1388,D-2670,2015,1488092.36
R-1389,D-8305,2020,1504886.89
R-1390,D-113,2022,1381792.01
R-1391,D-9971,2017,1494775.79
R-1392,D-1117,2020,1802468.46
R-1393,D-9234,2017,565345.06
R-1394,D-1385,2024,187942.7
R-1395,D-7674,2019,226577.92
R-1396,D-7698,2019,131062.01
R-1397,D-471,2024,960026.88
R-1398,D-1313,2018,1453925.32
R-1399,D-9428,2015,1787931.5
R-1400,D-8619,2024,1987972.86
R-1401,D-3063,2024,1449518.76
R-1402,D-7987,2023,1106815.39
R-1403,D-7587,2017,1993887.52
R-1404,D-1895,2018,625275.06
R-1405,D-7481,2018,840922.45
R-1406,D-9679,2017,354898.15
R-1407,D-5506,2016,1051083.01
R-1408,D-6626,2020,1195270.93
R-1409,D-8132,2018,1208195.12
R-1410,D-8500,2017,1047227.27
R-1411,D-5399,2023,418564.82
R-1412,D-9192,2017,1044439.54
R-1413,D-7171,2018,1549870.1
R-1414,D-6501,2018,423592.01
R-1415,D-7158,2017,1285892.84
R-1416,D-2014,2015,1936429.77
R-1417,D-2533,2016,894458.84
R-1418,D-1315,2023,719638.15
R-1419,D-7381,2021,528611.29
R-1420,D-8017,2016,80565.89
R-1421,D-4635,2021,1219917.15
R-1422,D-4231,2017,1226790.72
R-1423,D-5089,2021,91549.37
R-1424,D-1776,2019,1365016.12
R-1425,D-5662,2020,351374.34
R-1426,D-6187,2021,176012.85
R-1427,D-5898,2015,1083407.41
R-1428,D-7369,2024,166735.51
R-1429,D-4686,2023,1191458.49
R-1430,D-3512,2015,1907001.36
R-1431,D-7886,2022,1533906.52
R-1432,D-5504,2023,1582704.79
R-1433,D-9831,2022,561719.78
R-1434,D-8650,2017,565944.91
R-1435,D-3010,2016,1905984.92
R-1436,D-4801,2016,668679.21
R-1437,D-8732,2018,313436.08
R-1438,D-1224,2023,1284834.92
R-1439,D-3534,2019,1080445.98
R-1440,D-2384,2022,307474.2
R-1441,D-8826,2015,740795.52
R-1442,D-1908,2019,440954.35
R-1443,D-8287,2015,466583.44
R-1444,D-232,2017,647675.24
R-1445,D-1554,2017,800729.25
R-1446,D-2965,2022,477604.6
R-1447,D-5998,2019,728053.12
R-1448,D-5764,2024,1367271.16
R-1449,D-8226,2018,1149325.54
R-1450,D-4469,2015,799881.63
R-1451,D-4501,2015,1831713.66
R-1452,D-5192,2018,77847.89
R-1453,D-7331,2023,769087.79
R-1454,D-3101,2017,606933.77
R-1455,D-5321,2024,1860640.76
R-1456,D-2721,2020,1692899.85
R-1457,D-6399,2020,766849.3
R-1458,D-4319,2018,624050.22
R-1459,D-572,2021,1260468.78
R-1460,D-7327,2018,1424371.84
R-1461,D-1772,2016,700777.18
R-1462,D-4991,2020,1065054.47
R-1463,D-9355,2022,1410999.8
R-1464,D-1374,2018,670705.98
R-1465,D-3239,2022,1405534.12
R-1466,D-1764,2015,62013.87
R-1467,D-681,2018,369058.39
R-1468,D-4337,2023,88324.49
R-1469,D-7068,2023,451784.86
R-1470,D-6089,2020,1174363.0
R-1471,D-2345,2022,383679.05
R-1472,D-8165,2022,1895259.97
R-1473,D-5097,2017,850385.57
R-1474,D-908,2021,430689.06
R-1475,D-4298,2015,1014621.62
R-1476,D-5830,2018,1765865.46
R-1477,D-7075,2018,1700866.34
R-1478,D-4119,2018,1557759.4
R-1479,D-5259,2021,1637058.72
R-1480,D-4585,2015,539831.22
R-1481,D-3458,2021,1071757.06
R-1482,D-1102,2018,1361200.3
R-1483,D-2914,2020,1372017.26
R-1484,D-9421,2024,581365.14
R-1485,D-921,2024,1244758.18
R-1486,D-3897,2024,1373222.35
R-1487,D-8654,2024,1272795.0
R-1488,D-2892,2015,1623089.28
R-1489,D-6919,2021,1980750.83
R-1490,D-5229,2022,974930.65
R-1491,D-1626,2015,843130.35
R-1492,D-2509,2017,1465089.15
R-1493,D-9615,2018,221562.83
R-1494,D-4183,2016,977666.32
R-1495,D-7388,2022,70693.92
R-1496,D-3040,2020,644266.58
R-1497,D-9387,2015,186993.98
R-1498,D-9540,2023,236199.05
R-1499,D-2153,2016,138389.01
R-1500,D-6642,2015,1259977.99
R-1501,D-3672,2020,624577.0
R-1502,D-3197,2018,1803799.04
R-1503,D-7365,2020,1029685.16
R-1504,D-534,2017,1252725.44
R-1505,D-549,2016,1350630.41
R-1506,D-9815,2021,853060.37
R-1507,D-5715,2017,1225928.87
R-1508,D-1987,2017,1503067.62
R-1509,D-1138,2024,1119333.14
R-1510,D-3577,2021,704690.57
R-1511,D-9940,2020,1766391.57
R-1512,D-1362,2017,556025.08
R-1513,D-3023,2017,1388842.55
R-1514,D-2385,2016,165577.67
R-1515,D-2558,2016,1257303.64
R-1516,D-7211,2024,280737.19
R-1517,D-7097,2023,652144.79
R-1518,D-1620,2021,1467670.41
R-1519,D-5753,2019,577525.45
R-1520,D-9061,2019,1311631.39
R-1521,D-4170,2022,1640663.69
R-1522,D-2479,2016,864334.43
