Inventory_ID,Drug_ID,Stock_Level,Last_Restock_Date
I-741,D-7543,1814,2025-01-04
I-742,D-3463,9809,2025-01-22
I-743,D-4406,9736,2025-01-30
I-744,D-3577,9226,2025-01-26
I-745,D-2221,8400,2025-01-24
I-746,D-4861,7398,2025-01-10
I-747,D-9888,7096,2025-02-16
I-748,D-2973,8910,2025-01-03
I-749,D-4054,9961,2025-01-29
I-750,D-8871,9742,2025-01-22
I-751,D-8483,1814,2025-01-02
I-752,D-9824,8952,2025-01-28
I-753,D-2708,6446,2025-02-14
I-754,D-5872,2266,2025-01-28
I-755,D-225,4949,2025-01-26
I-756,D-316,3898,2025-01-13
I-757,D-166,1544,2025-01-12
I-758,D-169,3149,2025-01-21
I-759,D-4948,8396,2025-02-14
I-760,D-6704,7445,2025-01-15
I-761,D-3501,2858,2025-02-03
I-762,D-6714,1611,2025-01-16
I-763,D-7652,6305,2025-02-15
I-764,D-1296,7806,2025-02-11
I-765,D-4479,7554,2025-02-02
I-766,D-5542,1995,2025-02-13
I-767,D-8123,5356,2025-01-30
I-768,D-8334,878,2025-01-20
I-769,D-9475,78,2025-01-26
I-770,D-6512,9784,2025-01-04
I-771,D-3737,2603,2025-01-28
I-772,D-2622,1521,2025-01-30
I-773,D-823,1127,2025-01-13
I-774,D-6990,297,2025-02-09
I-775,D-7490,1253,2025-01-15
I-776,D-7848,9481,2025-02-05
I-777,D-1593,3328,2025-02-15
I-778,D-5920,9179,2025-02-09
I-779,D-333,3467,2025-02-09
I-780,D-4485,4656,2025-02-08
I-781,D-1260,4250,2025-02-14
I-782,D-6844,3114,2025-02-13
I-783,D-2228,3337,2025-02-15
I-784,D-6491,8677,2025-01-24
I-785,D-9935,6779,2025-01-14
I-786,D-2092,7768,2025-01-07
I-787,D-2728,1786,2025-01-18
I-788,D-2643,4249,2025-02-06
I-789,D-5225,2390,2025-02-12
I-790,D-5344,5508,2025-02-17
I-791,D-3083,5072,2025-01-03
I-792,D-9989,8179,2025-02-06
I-793,D-8434,898,2025-01-06
I-794,D-3664,9887,2025-01-03
I-795,D-1068,6237,2025-01-16
I-796,D-5756,7647,2025-01-05
I-797,D-131,6343,2025-01-15
I-798,D-683,1021,2025-01-31
I-799,D-7685,9257,2025-01-30
I-800,D-7723,8710,2025-01-16
I-801,D-6274,6392,2025-02-17
I-802,D-3504,8868,2025-01-03
I-803,D-1662,485,2025-01-17
I-804,D-2661,1733,2025-01-23
I-805,D-431,1128,2025-02-17
I-806,D-4172,409,2025-01-15
I-807,D-2993,7367,2025-02-16
I-808,D-6231,4000,2025-01-20
I-809,D-2711,7698,2025-01-23
I-810,D-8668,9576,2025-01-04
I-811,D-5725,6568,2025-01-14
I-812,D-7469,4469,2025-02-10
I-813,D-3873,9651,2025-01-27
I-814,D-7335,1201,2025-01-15
I-815,D-5207,2620,2025-02-15
I-816,D-6432,4150,2025-02-05
I-817,D-8388,5466,2025-01-08
I-818,D-4424,6694,2025-01-21
I-819,D-6715,9219,2025-01-28
I-820,D-9963,9182,2025-01-22
I-821,D-6606,2854,2025-01-02
I-822,D-2232,8691,2025-01-10
I-823,D-5866,6943,2025-01-27
I-824,D-1369,2727,2025-01-18
I-825,D-3042,8803,2025-01-28
I-826,D-1035,7607,2025-01-23
I-827,D-8537,9722,2025-02-17
I-828,D-955,6176,2025-01-26
I-829,D-2387,6554,2025-01-26
I-830,D-4790,3890,2025-02-09
I-831,D-32,2221,2025-01-26
I-832,D-5151,4019,2025-02-04
I-833,D-1258,9393,2025-01-21
I-834,D-6920,9438,2025-01-20
I-835,D-2617,224,2025-01-16
I-836,D-4669,5675,2025-01-26
I-837,D-3944,9766,2025-02-01
I-838,D-2426,8715,2025-01-06
I-839,D-7561,1138,2025-01-02
I-840,D-1645,2235,2025-01-22
I-841,D-9749,1218,2025-01-11
I-842,D-6075,1883,2025-01-11
I-843,D-9925,4836,2025-01-20
I-844,D-3206,9805,2025-01-03
I-845,D-2059,2182,2025-01-15
I-846,D-8971,3036,2025-02-13
I-847,D-1987,4580,2025-01-07
I-848,D-9382,2554,2025-01-17
I-849,D-398,8546,2025-01-27
I-850,D-4432,1547,2025-02-04
I-851,D-6416,1444,2025-01-30
I-852,D-6743,9289,2025-01-08
I-853,D-858,4490,2025-01-12
I-854,D-2507,4844,2025-02-02
I-855,D-8303,1434,2025-01-29
I-856,D-7708,2821,2025-01-26
I-857,D-9512,8451,2025-01-26
I-858,D-379,4792,2025-01-25
I-859,D-2391,7627,2025-01-11
I-860,D-3769,2785,2025-01-04
I-861,D-2001,77,2025-01-27
I-862,D-4263,6993,2025-02-02
I-863,D-9390,2426,2025-01-26
I-864,D-9778,307,2025-01-23
I-865,D-6035,4679,2025-01-28
I-866,D-1579,2739,2025-01-24
I-867,D-7558,5847,2025-02-02
I-868,D-7789,1481,2025-02-07
I-869,D-5856,7939,2025-01-03
I-870,D-6348,4793,2025-02-13
I-871,D-6127,4428,2025-01-10
I-872,D-7755,4457,2025-01-30
I-873,D-473,6267,2025-01-15
I-874,D-2056,4017,2025-01-03
I-875,D-3911,6970,2025-01-13
I-876,D-1368,8562,2025-01-12
I-877,D-6511,9655,2025-01-02
I-878,D-2580,2932,2025-02-11
I-879,D-8853,4394,2025-01-26
I-880,D-3627,5136,2025-02-08
I-881,D-3057,5443,2025-02-16
I-882,D-8749,2637,2025-02-05
I-883,D-3738,6713,2025-01-24
I-884,D-1760,8231,2025-01-03
I-885,D-2860,8351,2025-02-02
I-886,D-4022,9227,2025-02-06
I-887,D-5531,9410,2025-01-02
I-888,D-9039,5725,2025-01-21
I-889,D-5854,5615,2025-02-17
I-890,D-2228,3738,2025-01-21
I-891,D-796,8605,2025-01-24
I-892,D-8891,3664,2025-02-03
I-893,D-1112,3845,2025-01-20
I-894,D-1134,5047,2025-01-22
I-895,D-9727,3025,2025-02-08
I-896,D-7563,2715,2025-01-13
I-897,D-7789,5593,2025-01-03
I-898,D-5552,3890,2025-01-30
I-899,D-373,2933,2025-01-29
I-900,D-8034,1061,2025-01-23
I-901,D-5227,4424,2025-02-17
I-902,D-9010,1162,2025-01-13
I-903,D-316,8028,2025-02-01
I-904,D-8311,8759,2025-01-01
I-905,D-6025,8370,2025-01-05
I-906,D-9905,1520,2025-01-05
I-907,D-9737,235,2025-01-18
I-908,D-7935,5979,2025-02-12
I-909,D-3859,3041,2025-01-27
I-910,D-6015,4983,2025-02-14
I-911,D-9158,9494,2025-01-17
I-912,D-8535,92,2025-01-16
I-913,D-2280,4454,2025-01-26
I-914,D-4550,3518,2025-02-13
I-915,D-4826,9539,2025-01-15
I-916,D-1773,4791,2025-02-12
I-917,D-7124,7926,2025-01-05
I-918,D-7848,9878,2025-01-29
I-919,D-2176,9326,2025-02-13
I-920,D-9668,8856,2025-02-15
I-921,D-8248,2840,2025-01-08
I-922,D-1116,9105,2025-02-12
I-923,D-3716,9196,2025-01-23
I-924,D-4411,6300,2025-01-24
I-925,D-633,8798,2025-01-16
I-926,D-5476,5078,2025-02-11
I-927,D-3725,5805,2025-02-06
I-928,D-5774,8088,2025-02-03
I-929,D-7580,8242,2025-02-10
I-930,D-2975,7759,2025-01-28
I-931,D-2071,4430,2025-01-26
I-932,D-5292,2877,2025-02-08
I-933,D-7356,9656,2025-01-24
I-934,D-4708,9009,2025-02-12
I-935,D-2368,422,2025-02-06
I-936,D-3275,1859,2025-01-25
I-937,D-6412,4268,2025-01-09
I-938,D-7281,9025,2025-01-16
I-939,D-5979,1643,2025-02-18
I-940,D-8300,3327,2025-02-06
I-941,D-327,7836,2025-01-21
I-942,D-5811,2518,2025-01-28
I-943,D-5241,3386,2025-02-01
I-944,D-2759,2572,2025-01-11
I-945,D-580,9321,2025-01-12
I-946,D-4173,811,2025-02-11
I-947,D-1574,694,2025-01-29
I-948,D-9533,7920,2025-01-25
I-949,D-7453,2350,2025-01-10
I-950,D-9505,1758,2025-01-03
I-951,D-8166,3400,2025-02-14
I-952,D-5190,7234,2025-01-16
I-953,D-7653,8372,2025-01-30
I-954,D-6858,8171,2025-01-22
I-955,D-218,564,2025-01-17
I-956,D-1814,3193,2025-01-31
I-957,D-1218,2039,2025-01-30
I-958,D-148,3282,2025-01-05
I-959,D-8235,8261,2025-01-08
I-960,D-5998,2015,2025-01-17
I-961,D-2460,6595,2025-01-29
I-962,D-8906,8211,2025-01-13
I-963,D-1125,3742,2025-01-30
I-964,D-9373,4281,2025-02-12
I-965,D-4695,4065,2025-01-30
I-966,D-6306,5774,2025-01-14
I-967,D-5177,1453,2025-01-26
I-968,D-9854,9170,2025-01-03
I-969,D-5047,789,2025-01-17
I-970,D-92,4903,2025-02-03
I-971,D-2335,4501,2025-01-15
I-972,D-1080,8521,2025-02-17
I-973,D-6220,8219,2025-02-16
I-974,D-1172,4400,2025-02-13
I-975,D-4519,2080,2025-02-07
I-976,D-3868,8659,2025-02-16
I-977,D-7724,7212,2025-02-09
I-978,D-378,5226,2025-02-14
I-979,D-9453,2730,2025-01-27
I-980,D-1623,609,2025-02-17
I-981,D-2979,8338,2025-02-11
I-982,D-6071,3429,2025-01-02
I-983,D-6321,5577,2025-02-11
I-984,D-9723,9088,2025-01-07
I-985,D-6031,1395,2025-01-16
I-986,D-2407,3107,2025-02-14
I-987,D-5149,2195,2025-01-04
I-988,D-6980,3102,2025-01-30
I-989,D-3492,6554,2025-01-28
I-990,D-1283,9153,2025-01-04
I-991,D-8095,8515,2025-01-25
I-992,D-6758,486,2025-02-01
I-993,D-1896,8568,2025-02-10
I-994,D-6510,4353,2025-01-23
I-995,D-8073,8869,2025-01-01
I-996,D-5059,4562,2025-02-12
I-997,D-1463,67,2025-01-16
I-998,D-4351,5609,2025-01-18
I-999,D-8502,6265,2025-01-23
I-1000,D-3813,427,2025-01-24
I-1001,D-1631,6530,2025-02-17
I-1002,D-5478,8562,2025-01-15
I-1003,D-7541,6357,2025-02-14
I-1004,D-8268,4333,2025-02-07
I-1005,D-1380,2977,2025-01-23
I-1006,D-5868,3858,2025-01-31
I-1007,D-2245,5115,2025-01-25
I-1008,D-6826,8422,2025-02-15
I-1009,D-968,9881,2025-02-05
I-1010,D-6481,2466,2025-02-02
I-1011,D-5117,3987,2025-02-17
I-1012,D-4139,3251,2025-02-05
I-1013,D-9977,5232,2025-02-18
I-1014,D-562,8547,2025-02-14
I-1015,D-768,6509,2025-02-05
I-1016,D-3667,6504,2025-02-15
I-1017,D-9022,6888,2025-02-10
I-1018,D-1844,4742,2025-01-25
I-1019,D-688,4309,2025-01-01
I-1020,D-7364,3280,2025-02-07
I-1021,D-4686,2050,2025-01-18
I-1022,D-4257,4700,2025-01-01
I-1023,D-6166,1278,2025-02-11
I-1024,D-7319,8419,2025-01-10
I-1025,D-5963,1596,2025-01-09
I-1026,D-7146,9496,2025-01-07
I-1027,D-1330,5366,2025-01-16
I-1028,D-4991,9017,2025-01-28
I-1029,D-8061,9884,2025-01-05
I-1030,D-7655,7142,2025-01-24
I-1031,D-8855,6395,2025-01-08
I-1032,D-1458,8053,2025-01-07
I-1033,D-4891,6205,2025-01-28
I-1034,D-7091,6637,2025-01-16
I-1035,D-9450,6916,2025-01-10
I-1036,D-18,4646,2025-02-12
I-1037,D-2529,1926,2025-01-13
I-1038,D-4080,3822,2025-01-28
I-1039,D-4063,6764,2025-01-13
I-1040,D-160,7763,2025-02-02
I-1041,D-5652,8075,2025-01-29
I-1042,D-2738,2337,2025-01-17
I-1043,D-1281,6877,2025-02-01
I-1044,D-7910,8791,2025-01-25
I-1045,D-9219,2617,2025-01-04
I-1046,D-5971,9372,2025-02-09
I-1047,D-8933,3638,2025-02-13
I-1048,D-3396,3756,2025-02-16
I-1049,D-2516,8064,2025-01-31
I-1050,D-2285,2186,2025-02-10
I-1051,D-187,4501,2025-02-09
I-1052,D-7637,703,2025-02-17
I-1053,D-7909,6302,2025-01-02
I-1054,D-7390,5425,2025-02-18
I-1055,D-4697,5778,2025-01-20
I-1056,D-8422,6688,2025-01-20
I-1057,D-2074,8099,2025-01-10
I-1058,D-1176,2211,2025-01-26
I-1059,D-2195,7380,2025-01-14
I-1060,D-6136,6688,2025-01-29
I-1061,D-8082,9489,2025-01-13
I-1062,D-572,1457,2025-01-20
I-1063,D-2562,9774,2025-02-12
I-1064,D-6335,2935,2025-01-03
I-1065,D-5805,2142,2025-01-19
I-1066,D-9154,9733,2025-01-14
I-1067,D-353,9954,2025-01-29
I-1068,D-1705,5897,2025-02-03
I-1069,D-7432,4356,2025-02-09
I-1070,D-5081,2950,2025-01-26
I-1071,D-9073,9176,2025-01-07
I-1072,D-6710,570,2025-01-09
I-1073,D-3400,9768,2025-01-21
I-1074,D-8484,8409,2025-02-13
I-1075,D-7219,8527,2025-01-20
I-1076,D-8602,3890,2025-01-11
I-1077,D-5549,7663,2025-01-29
I-1078,D-3086,9752,2025-01-24
I-1079,D-9854,8235,2025-02-01
I-1080,D-8854,8581,2025-01-20
I-1081,D-762,5601,2025-01-27
I-1082,D-6478,4429,2025-02-11
I-1083,D-7611,5707,2025-01-30
I-1084,D-9383,6042,2025-02-07
I-1085,D-2188,378,2025-02-15
I-1086,D-4150,9914,2025-01-16
I-1087,D-8845,2610,2025-01-31
I-1088,D-1905,2724,2025-02-03
I-1089,D-9961,3336,2025-02-17
I-1090,D-6875,594,2025-01-08
I-1091,D-6727,6248,2025-01-22
I-1092,D-8707,4045,2025-01-10
I-1093,D-5009,6922,2025-02-03
I-1094,D-2510,609,2025-01-23
I-1095,D-9800,4990,2025-01-20
I-1096,D-2395,1676,2025-01-05
I-1097,D-3922,4810,2025-02-09
I-1098,D-9221,5021,2025-01-02
I-1099,D-1250,9537,2025-02-16
I-1100,D-2837,2775,2025-01-04
I-1101,D-2787,754,2025-01-27
I-1102,D-3084,612,2025-02-16
I-1103,D-5387,4988,2025-02-18
I-1104,D-6656,3806,2025-01-02
I-1105,D-3508,5856,2025-02-17
I-1106,D-930,7939,2025-01-22
I-1107,D-7721,3813,2025-02-07
I-1108,D-5858,9311,2025-01-02
I-1109,D-5913,2680,2025-02-03
I-1110,D-9791,5539,2025-01-16
I-1111,D-7958,3710,2025-01-16
I-1112,D-9724,7073,2025-01-24
I-1113,D-499,3518,2025-02-06
I-1114,D-6436,9719,2025-01-14
I-1115,D-3428,2867,2025-02-01
I-1116,D-8334,2635,2025-02-08
I-1117,D-696,8517,2025-02-13
I-1118,D-6595,7069,2025-01-09
I-1119,D-1228,3091,2025-01-20
I-1120,D-7305,9030,2025-01-27
I-1121,D-3775,8895,2025-02-09
I-1122,D-3356,5335,2025-02-14
I-1123,D-9382,8811,2025-02-03
I-1124,D-1533,5503,2025-02-02
I-1125,D-1917,3700,2025-01-16
I-1126,D-9346,4405,2025-02-10
I-1127,D-8440,9943,2025-02-12
I-1128,D-3205,4944,2025-01-14
I-1129,D-3686,8431,2025-02-01
I-1130,D-2903,4591,2025-02-08
I-1131,D-4970,1496,2025-02-17
I-1132,D-8513,3244,2025-01-20
I-1133,D-2377,5220,2025-02-01
I-1134,D-3649,2456,2025-01-28
I-1135,D-7127,9659,2025-02-03
I-1136,D-9056,7183,2025-02-16
I-1137,D-8552,6919,2025-01-04
I-1138,D-3383,4553,2025-01-10
I-1139,D-1128,1418,2025-01-29
I-1140,D-2409,4691,2025-01-21
I-1141,D-8323,6275,2025-01-14
I-1142,D-8277,7645,2025-02-07
I-1143,D-2930,5055,2025-01-09
I-1144,D-9564,1815,2025-01-09
I-1145,D-8614,1642,2025-01-21
I-1146,D-4016,8959,2025-02-01
I-1147,D-2309,1287,2025-02-04
I-1148,D-202,5853,2025-02-05
I-1149,D-4406,6378,2025-01-11
I-1150,D-4287,9123,2025-02-04
I-1151,D-526,6612,2025-01-17
I-1152,D-8449,1887,2025-01-27
I-1153,D-3379,5411,2025-02-07
I-1154,D-4904,3419,2025-01-20
I-1155,D-5010,5085,2025-02-07
I-1156,D-7970,4166,2025-02-17
I-1157,D-4716,2072,2025-02-04
I-1158,D-4198,5023,2025-01-02
I-1159,D-8710,3995,2025-02-13
I-1160,D-7149,9911,2025-01-11
I-1161,D-8818,7322,2025-02-17
I-1162,D-9994,2126,2025-01-17
I-1163,D-6925,3573,2025-02-13
I-1164,D-9067,5263,2025-01-26
I-1165,D-3694,6259,2025-01-10
I-1166,D-9912,7277,2025-02-06
I-1167,D-2810,7148,2025-01-02
I-1168,D-9389,8941,2025-02-11
I-1169,D-2366,4531,2025-02-08
I-1170,D-6389,748,2025-01-03
I-1171,D-8064,3383,2025-02-10
I-1172,D-1975,7878,2025-01-16
I-1173,D-3155,1373,2025-01-18
I-1174,D-4280,4477,2025-02-02
I-1175,D-8296,1403,2025-02-16
I-1176,D-9083,8199,2025-01-02
I-1177,D-1678,9313,2025-01-12
I-1178,D-5073,390,2025-02-02
I-1179,D-8545,8239,2025-01-22
I-1180,D-4854,3141,2025-01-27
I-1181,D-4493,4319,2025-02-06
I-1182,D-2868,8310,2025-02-08
I-1183,D-3493,6547,2025-01-05
I-1184,D-4324,2403,2025-01-14
I-1185,D-2724,3704,2025-02-12
I-1186,D-2418,3292,2025-01-11
I-1187,D-3521,8989,2025-01-25
I-1188,D-8728,8617,2025-02-07
I-1189,D-9665,8805,2025-01-18
I-1190,D-3309,8120,2025-01-23
I-1191,D-6786,758,2025-01-06
I-1192,D-7932,4939,2025-01-31
I-1193,D-1007,1015,2025-02-07
I-1194,D-63,7104,2025-01-04
I-1195,D-3200,1131,2025-01-07
I-1196,D-6798,309,2025-02-13
I-1197,D-9354,2641,2025-02-13
I-1198,D-342,9938,2025-01-16
I-1199,D-4135,9000,2025-01-10
I-1200,D-2769,2990,2025-02-18
I-1201,D-6210,1162,2025-01-05
I-1202,D-928,8100,2025-01-15
I-1203,D-5386,7223,2025-02-11
I-1204,D-611,7956,2025-01-07
I-1205,D-6013,7134,2025-01-10
I-1206,D-7696,5370,2025-02-16
I-1207,D-2716,7208,2025-01-01
I-1208,D-5401,4584,2025-02-09
I-1209,D-1379,4190,2025-01-23
I-1210,D-6687,7977,2025-02-05
I-1211,D-8218,9980,2025-02-12
I-1212,D-4481,3147,2025-01-30
I-1213,D-4231,9742,2025-01-24
I-1214,D-7434,7345,2025-02-08
I-1215,D-4094,444,2025-01-10
I-1216,D-1234,6442,2025-01-27
I-1217,D-4101,3867,2025-02-08
I-1218,D-6900,6133,2025-01-03
I-1219,D-9131,6351,2025-01-23
I-1220,D-2738,6804,2025-02-10
I-1221,D-5699,807,2025-01-24
I-1222,D-8178,6778,2025-01-29
I-1223,D-883,4265,2025-01-18
I-1224,D-7038,847,2025-01-03
I-1225,D-5260,4335,2025-01-04
I-1226,D-6876,1847,2025-02-15
I-1227,D-3990,5781,2025-01-13
I-1228,D-2849,3580,2025-01-13
I-1229,D-510,7060,2025-01-20
I-1230,D-406,5820,2025-02-16
I-1231,D-3552,9833,2025-01-09
I-1232,D-7434,463,2025-02-06
I-1233,D-4806,4889,2025-01-10
I-1234,D-5806,428,2025-01-04
I-1235,D-2351,7826,2025-02-16
I-1236,D-999,1815,2025-01-31
I-1237,D-1642,6045,2025-02-13
I-1238,D-4556,5040,2025-01-18
I-1239,D-8057,2624,2025-01-29
I-1240,D-9683,5398,2025-01-30
I-1241,D-817,1098,2025-01-06
I-1242,D-9102,8340,2025-01-26
I-1243,D-1309,9875,2025-02-05
I-1244,D-5661,7235,2025-01-22
I-1245,D-8333,1915,2025-01-01
I-1246,D-9872,4825,2025-01-12
I-1247,D-3545,9884,2025-02-10
I-1248,D-9233,7293,2025-02-01
I-1249,D-2301,7700,2025-02-10
I-1250,D-523,7921,2025-02-17
I-1251,D-9848,9729,2025-01-24
I-1252,D-2771,2322,2025-01-07
I-1253,D-2666,9758,2025-02-13
I-1254,D-7524,6286,2025-02-15
I-1255,D-1329,1326,2025-01-15
I-1256,D-7203,3970,2025-01-04
I-1257,D-2766,1512,2025-02-09
I-1258,D-4988,3963,2025-01-22
I-1259,D-4182,8186,2025-01-25
I-1260,D-2511,1409,2025-01-30
I-1261,D-2222,894,2025-02-09
I-1262,D-3898,9355,2025-01-22
I-1263,D-2104,2003,2025-02-10
I-1264,D-3988,1012,2025-01-20
I-1265,D-6044,7810,2025-01-30
I-1266,D-2780,5360,2025-01-19
I-1267,D-7336,6230,2025-01-27
I-1268,D-9386,2584,2025-01-31
I-1269,D-1085,4425,2025-01-18
I-1270,D-6313,2870,2025-01-26
I-1271,D-581,7703,2025-01-24
I-1272,D-837,5727,2025-01-07
I-1273,D-5657,644,2025-02-14
I-1274,D-3484,2726,2025-02-18
I-1275,D-3124,4821,2025-01-29
I-1276,D-932,9774,2025-01-03
I-1277,D-289,8849,2025-01-17
I-1278,D-5950,7942,2025-02-16
I-1279,D-5630,599,2025-02-15
I-1280,D-6544,2521,2025-01-26
I-1281,D-3835,96,2025-01-12
I-1282,D-921,8428,2025-02-07
I-1283,D-2964,5212,2025-02-10
I-1284,D-3093,8720,2025-01-09
I-1285,D-8659,2197,2025-01-29
I-1286,D-5225,7296,2025-01-14
I-1287,D-534,9891,2025-02-16
I-1288,D-9616,3625,2025-02-08
I-1289,D-9550,4431,2025-01-01
I-1290,D-2195,6836,2025-01-19
I-1291,D-9470,5201,2025-01-15
I-1292,D-75,7192,2025-01-06
I-1293,D-1164,5163,2025-01-08
I-1294,D-15,1386,2025-01-11
I-1295,D-5454,2592,2025-02-18
I-1296,D-9557,2960,2025-01-04
I-1297,D-7136,1527,2025-01-20
I-1298,D-7484,6695,2025-01-22
I-1299,D-8772,5806,2025-01-13
I-1300,D-9170,3274,2025-02-06
I-1301,D-804,3877,2025-01-03
I-1302,D-7097,6786,2025-01-28
I-1303,D-2361,3357,2025-02-06
I-1304,D-5143,845,2025-01-09
I-1305,D-2868,5533,2025-01-27
I-1306,D-9322,8109,2025-01-11
I-1307,D-1469,8266,2025-01-06
I-1308,D-8313,5450,2025-02-06
I-1309,D-7271,4246,2025-01-14
I-1310,D-7208,1719,2025-02-07
I-1311,D-3451,4059,2025-02-17
I-1312,D-4334,8555,2025-02-18
I-1313,D-2601,8616,2025-01-25
I-1314,D-2310,7765,2025-01-26
I-1315,D-818,633,2025-02-02
I-1316,D-3546,3478,2025-01-26
I-1317,D-7858,767,2025-02-08
I-1318,D-8095,5241,2025-01-04
I-1319,D-602,3643,2025-01-30
I-1320,D-4080,3310,2025-01-10
I-1321,D-2401,3840,2025-02-08
I-1322,D-9393,9191,2025-02-02
I-1323,D-5869,9517,2025-01-17
I-1324,D-1455,2096,2025-01-17
I-1325,D-7797,2102,2025-01-18
I-1326,D-174,1565,2025-01-18
I-1327,D-7767,267,2025-02-11
I-1328,D-6735,4847,2025-01-03
I-1329,D-7235,9745,2025-02-18
I-1330,D-7523,5135,2025-01-29
I-1331,D-5745,236,2025-01-25
I-1332,D-9392,3893,2025-02-04
I-1333,D-6023,2129,2025-02-06
I-1334,D-8179,4611,2025-01-15
I-1335,D-7616,8982,2025-01-20
I-1336,D-21,106,2025-02-03
I-1337,D-5110,921,2025-02-14
I-1338,D-8619,5452,2025-02-03
I-1339,D-3952,6554,2025-02-01
I-1340,D-2768,3117,2025-01-16
I-1341,D-1550,5724,2025-01-10
I-1342,D-5956,6709,2025-01-06
I-1343,D-6957,1470,2025-01-09
I-1344,D-3132,2613,2025-01-11
I-1345,D-2284,420,2025-02-02
I-1346,D-4092,7742,2025-02-18
I-1347,D-7293,3546,2025-01-06
I-1348,D-3990,3188,2025-01-10
I-1349,D-1088,2910,2025-01-03
I-1350,D-2879,1125,2025-01-16
I-1351,D-6650,7518,2025-01-29
I-1352,D-7150,4491,2025-01-17
I-1353,D-2450,509,2025-02-05
I-1354,D-6356,6787,2025-01-05
I-1355,D-9745,5672,2025-02-14
I-1356,D-649,7309,2025-01-12
I-1357,D-7913,5657,2025-01-24
I-1358,D-2754,6892,2025-01-17
I-1359,D-6159,1788,2025-01-20
I-1360,D-3106,6657,2025-02-18
I-1361,D-1889,8159,2025-01-29
I-1362,D-967,3594,2025-01-14
I-1363,D-6932,2285,2025-02-05
I-1364,D-8222,2914,2025-01-29
I-1365,D-2040,7561,2025-02-15
I-1366,D-5308,1647,2025-01-01
I-1367,D-5092,5378,2025-01-05
I-1368,D-4103,5132,2025-01-04
I-1369,D-4688,8272,2025-02-11
I-1370,D-4589,5094,2025-01-18
I-1371,D-4354,1929,2025-01-02
I-1372,D-5743,1082,2025-01-12
I-1373,D-2341,3198,2025-02-05
I-1374,D-3168,242,2025-01-12
I-1375,D-7220,2342,2025-01-05
I-1376,D-7039,3830,2025-02-12
I-1377,D-5011,4068,2025-01-03
I-1378,D-6411,2460,2025-02-10
I-1379,D-9089,9986,2025-01-23
I-1380,D-3720,6070,2025-01-04
I-1381,D-1746,9375,2025-01-04
I-1382,D-9175,2552,2025-01-04
I-1383,D-9683,8216,2025-02-18
I-1384,D-8122,9190,2025-01-22
I-1385,D-1942,8489,2025-01-31
I-1386,D-2315,1925,2025-01-11
I-1387,D-5725,1661,2025-01-04
I-1388,D-1774,2078,2025-01-10
I-1389,D-6434,5666,2025-01-04
I-1390,D-6144,5183,2025-01-28
I-1391,D-6973,1749,2025-01-31
I-1392,D-5706,9989,2025-01-25
I-1393,D-3751,2480,2025-01-19
I-1394,D-4959,5710,2025-01-16
I-1395,D-4116,909,2025-01-03
I-1396,D-4304,9709,2025-01-18
I-1397,D-728,9945,2025-01-30
I-1398,D-9549,1619,2025-02-08
I-1399,D-2486,8072,2025-01-14
I-1400,D-3411,2058,2025-01-20
I-1401,D-182,5976,2025-01-05
I-1402,D-1923,6773,2025-01-01
I-1403,D-3739,7292,2025-01-25
I-1404,D-2699,9333,2025-01-24
I-1405,D-8020,5396,2025-01-12
I-1406,D-210,1606,2025-01-26
I-1407,D-8217,7367,2025-02-14
I-1408,D-9511,4054,2025-02-08
I-1409,D-3534,5770,2025-02-15
I-1410,D-597,2890,2025-01-14
I-1411,D-750,7655,2025-01-24
I-1412,D-7318,2285,2025-01-05
I-1413,D-1324,6090,2025-01-22
I-1414,D-4732,7742,2025-02-14
I-1415,D-2431,3622,2025-02-11
I-1416,D-4845,1754,2025-01-18
I-1417,D-5013,559,2025-01-25
I-1418,D-7483,875,2025-02-08
I-1419,D-6428,5287,2025-01-23
I-1420,D-1606,5380,2025-01-25
I-1421,D-7504,662,2025-02-03
I-1422,D-7628,3497,2025-02-15
I-1423,D-356,4757,2025-01-17
I-1424,D-4193,411,2025-01-27
I-1425,D-5239,2642,2025-01-03
I-1426,D-8733,8269,2025-02-06
I-1427,D-6876,75,2025-02-03
I-1428,D-6064,9817,2025-02-02
I-1429,D-2909,9986,2025-01-30
I-1430,D-4218,5189,2025-02-15
I-1431,D-4136,6803,2025-01-06
I-1432,D-6329,7281,2025-01-28
I-1433,D-885,3353,2025-01-24
I-1434,D-2341,7018,2025-02-12
I-1435,D-6595,2568,2025-02-02
I-1436,D-466,7088,2025-02-02
I-1437,D-9641,1676,2025-01-09
I-1438,D-3383,7882,2025-02-13
I-1439,D-124,1542,2025-01-08
I-1440,D-4419,9468,2025-02-07
I-1441,D-8630,3194,2025-01-23
I-1442,D-2746,1291,2025-01-04
I-1443,D-1429,5541,2025-02-13
I-1444,D-3158,1917,2025-02-02
I-1445,D-3344,6978,2025-01-27
I-1446,D-4105,6490,2025-01-14
I-1447,D-7774,5074,2025-01-14
I-1448,D-73,408,2025-01-18
I-1449,D-8905,6420,2025-01-19
I-1450,D-4634,4239,2025-01-01
I-1451,D-7837,1465,2025-02-07
I-1452,D-4557,3299,2025-02-06
I-1453,D-9176,3428,2025-01-03
I-1454,D-3970,6869,2025-01-31
I-1455,D-4973,7762,2025-01-21
I-1456,D-9311,7581,2025-01-19
I-1457,D-1857,3043,2025-01-21
