Drug_ID,Category,Manufacturer,Dosage_mg,Price_per_Unit,Drug_Name
D-484,Antifungal,Novartis,242,67.03,Itraconazole
D-485,Painkiller,Moderna,280,445.43,Codeine
D-486,Antidepressant,Roche,409,112.81,Sertraline
D-487,Antidepressant,Novartis,364,100.95,Fluoxetine
D-488,Antifungal,GSK,388,424.9,Clotrimazole
D-489,Painkiller,Roche,429,156.84,Paracetamol
D-490,Cardiovascular,Merck,495,350.95,Amlodipine
D-491,Antidepressant,Moderna,231,493.34,Mirtazapine
D-492,Painkiller,Moderna,465,431.63,Tramadol
D-493,Cardiovascular,Moderna,20,15.15,Atorvastatin
D-494,Cardiovascular,Merck,215,199.35,Amlodipine
D-495,Diabetes,Novartis,304,231.95,Metformin
D-496,Antidepressant,AstraZeneca,160,380.59,Mirtazapine
D-497,Antifungal,Roche,13,424.02,Ketoconazole
D-498,Antiviral,Novartis,329,170.42,Lopinavir
D-499,Antidepressant,Pfizer,434,8.98,Sertraline
D-500,Diabetes,Merck,209,84.54,Glipizide
D-501,Antibiotic,Merck,19,177.23,Amoxicillin
D-502,Antibiotic,AstraZeneca,14,10.47,Ceftriaxone
D-503,Cardiovascular,Merck,125,249.15,Metoprolol
D-504,Antiviral,Roche,175,492.76,Zidovudine
D-505,Diabetes,AstraZeneca,228,159.99,Metformin
D-506,Antidepressant,Novartis,87,69.35,Mirtazapine
D-507,Antibiotic,Roche,142,198.63,Amoxicillin
D-508,Antibiotic,GSK,448,146.51,Azithromycin
D-509,Antidepressant,Novartis,124,232.39,Fluoxetine
D-510,Diabetes,Moderna,309,131.11,Canagliflozin
D-511,Painkiller,Pfizer,355,293.15,Ibuprofen
D-512,Cardiovascular,Merck,403,315.73,Metoprolol
D-513,Antidepressant,Pfizer,177,332.44,Mirtazapine
D-514,Painkiller,Moderna,282,288.48,Tramadol
D-515,Cardiovascular,AstraZeneca,244,390.65,Amlodipine
D-516,Antiviral,AstraZeneca,344,113.32,Remdesivir
D-517,Antifungal,GSK,350,114.55,Itraconazole
D-518,Cardiovascular,Merck,112,168.86,Ramipril
D-519,Antiviral,GSK,404,52.15,Oseltamivir
D-520,Antifungal,Novartis,430,12.54,Terbinafine
D-521,Antibiotic,Pfizer,304,394.79,Levofloxacin
D-522,Antibiotic,GSK,483,287.8,Ceftriaxone
D-523,Antibiotic,GSK,191,323.36,Azithromycin
D-524,Cardiovascular,AstraZeneca,467,446.71,Metoprolol
D-525,Painkiller,Novartis,460,420.27,Paracetamol
D-526,Antifungal,Moderna,376,27.97,Clotrimazole
D-527,Antibiotic,Novartis,454,125.92,Azithromycin
D-528,Diabetes,GSK,305,320.42,Sitagliptin
D-529,Antidepressant,GSK,88,479.74,Amitriptyline
D-530,Antifungal,Moderna,106,280.11,Terbinafine
D-531,Antifungal,Pfizer,405,209.93,Clotrimazole
D-532,Painkiller,Pfizer,85,130.37,Tramadol
D-533,Antiviral,Merck,115,11.9,Remdesivir
D-534,Painkiller,AstraZeneca,167,443.77,Aspirin
D-535,Antibiotic,Novartis,102,62.74,Doxycycline
D-536,Antidepressant,Pfizer,61,195.09,Fluoxetine
D-537,Antidepressant,Roche,23,224.82,Sertraline
D-538,Diabetes,GSK,283,398.32,Insulin
D-539,Diabetes,AstraZeneca,318,310.05,Insulin
D-540,Antibiotic,Roche,493,8.22,Doxycycline
D-541,Antidepressant,Novartis,442,448.71,Mirtazapine
D-542,Painkiller,Roche,30,170.58,Ibuprofen
D-543,Cardiovascular,Novartis,409,487.76,Amlodipine
D-544,Painkiller,Merck,75,456.49,Tramadol
D-545,Cardiovascular,AstraZeneca,286,170.37,Ramipril
D-546,Antibiotic,GSK,188,438.85,Ceftriaxone
D-547,Antidepressant,GSK,498,283.47,Fluoxetine
D-548,Diabetes,Novartis,45,396.03,Metformin
D-549,Antifungal,GSK,177,273.8,Ketoconazole
D-550,Diabetes,Merck,455,165.02,Sitagliptin
D-551,Antiviral,Pfizer,171,284.97,Acyclovir
D-552,Antifungal,AstraZeneca,485,97.1,Itraconazole
D-553,Cardiovascular,Roche,127,89.64,Atorvastatin
D-554,Painkiller,GSK,346,369.79,Aspirin
D-555,Painkiller,Roche,116,386.68,Aspirin
D-556,Diabetes,Pfizer,113,159.28,Metformin
D-557,Painkiller,Merck,165,200.64,Ibuprofen
D-558,Diabetes,AstraZeneca,93,119.32,Metformin
D-559,Diabetes,Moderna,227,422.37,Metformin
D-560,Painkiller,Roche,148,212.44,Tramadol
D-561,Antiviral,Pfizer,129,403.03,Oseltamivir
D-562,Antibiotic,Moderna,489,93.69,Azithromycin
D-563,Painkiller,AstraZeneca,480,9.19,Codeine
D-564,Cardiovascular,Novartis,121,348.64,Metoprolol
D-565,Antidepressant,GSK,405,231.5,Mirtazapine
D-566,Diabetes,Moderna,191,180.09,Metformin
D-567,Antiviral,AstraZeneca,23,97.34,Remdesivir
D-568,Diabetes,Moderna,80,131.64,Metformin
D-569,Cardiovascular,Pfizer,459,491.74,Ramipril
D-570,Diabetes,AstraZeneca,470,445.51,Insulin
D-571,Cardiovascular,AstraZeneca,493,348.98,Ramipril
D-572,Diabetes,Novartis,235,67.41,Sitagliptin
D-573,Painkiller,GSK,73,454.13,Paracetamol
D-574,Antidepressant,AstraZeneca,437,61.69,Amitriptyline
D-575,Painkiller,Pfizer,495,401.57,Paracetamol
D-576,Diabetes,AstraZeneca,202,421.72,Metformin
D-577,Cardiovascular,AstraZeneca,23,116.7,Amlodipine
D-578,Antibiotic,Roche,237,377.21,Ceftriaxone
D-579,Antiviral,GSK,454,8.03,Oseltamivir
D-580,Diabetes,Pfizer,390,98.58,Canagliflozin
D-581,Antibiotic,Roche,447,351.71,Levofloxacin
D-582,Diabetes,Moderna,388,88.28,Metformin
D-583,Antiviral,Merck,116,325.28,Oseltamivir
D-584,Painkiller,GSK,204,305.96,Tramadol
D-585,Painkiller,Moderna,35,331.83,Tramadol
D-586,Diabetes,Merck,238,38.42,Insulin
D-587,Antiviral,Pfizer,234,453.92,Remdesivir
D-588,Antidepressant,Roche,214,264.59,Amitriptyline
D-589,Antidepressant,Merck,111,66.62,Mirtazapine
D-590,Diabetes,Moderna,115,288.56,Insulin
D-591,Diabetes,Roche,404,246.97,Glipizide
D-592,Diabetes,AstraZeneca,204,7.12,Sitagliptin
D-593,Painkiller,Merck,312,186.19,Codeine
D-594,Painkiller,AstraZeneca,427,51.76,Tramadol
D-595,Antibiotic,Merck,73,57.68,Levofloxacin
D-596,Cardiovascular,Merck,57,60.47,Losartan
D-597,Painkiller,GSK,99,221.08,Aspirin
D-598,Antiviral,Merck,269,270.09,Oseltamivir
D-599,Antidepressant,AstraZeneca,477,169.5,Sertraline
D-600,Antidepressant,AstraZeneca,306,277.55,Fluoxetine
D-601,Diabetes,GSK,380,366.51,Glipizide
D-602,Antibiotic,GSK,274,440.96,Amoxicillin
D-603,Diabetes,GSK,72,286.64,Glipizide
D-604,Antidepressant,AstraZeneca,93,234.56,Sertraline
D-605,Antidepressant,Pfizer,397,486.54,Fluoxetine
D-606,Cardiovascular,Roche,117,87.9,Atorvastatin
D-607,Antifungal,Roche,71,346.91,Terbinafine
D-608,Antiviral,AstraZeneca,491,193.95,Oseltamivir
D-609,Cardiovascular,Merck,260,260.8,Atorvastatin
D-610,Diabetes,Moderna,389,355.87,Canagliflozin
D-611,Antifungal,Pfizer,319,376.45,Fluconazole
D-612,Antidepressant,Moderna,193,387.7,Escitalopram
D-613,Antibiotic,Roche,393,459.0,Amoxicillin
D-614,Antibiotic,AstraZeneca,172,241.98,Doxycycline
D-615,Antidepressant,AstraZeneca,222,383.97,Sertraline
D-616,Painkiller,Merck,107,351.19,Ibuprofen
D-617,Antifungal,Novartis,117,429.75,Ketoconazole
D-618,Antidepressant,Novartis,56,38.25,Escitalopram
D-619,Antibiotic,AstraZeneca,419,489.65,Amoxicillin
D-620,Antibiotic,Moderna,269,306.28,Ceftriaxone
D-621,Antifungal,Pfizer,194,81.51,Terbinafine
D-622,Antiviral,Moderna,254,454.76,Oseltamivir
D-623,Antidepressant,Moderna,140,242.4,Escitalopram
D-624,Cardiovascular,Roche,270,90.33,Amlodipine
D-625,Diabetes,Moderna,67,256.99,Sitagliptin
D-626,Antidepressant,Merck,493,169.19,Sertraline
D-627,Antiviral,Moderna,243,441.62,Lopinavir
D-628,Antifungal,Merck,18,433.79,Clotrimazole
D-629,Antifungal,Roche,13,330.39,Itraconazole
D-630,Antibiotic,Roche,204,497.74,Amoxicillin
D-631,Antiviral,GSK,421,73.36,Lopinavir
D-632,Antifungal,Merck,225,362.58,Clotrimazole
D-633,Painkiller,Roche,214,241.0,Paracetamol
D-634,Antidepressant,Merck,449,5.6,Amitriptyline
D-635,Antibiotic,Roche,61,92.93,Ceftriaxone
D-636,Cardiovascular,GSK,191,110.81,Atorvastatin
D-637,Antiviral,Roche,194,150.8,Remdesivir
D-638,Antibiotic,GSK,494,68.09,Levofloxacin
D-639,Antifungal,Merck,168,463.68,Itraconazole
D-640,Diabetes,Merck,438,489.79,Canagliflozin
D-641,Antifungal,Pfizer,43,71.96,Ketoconazole
D-642,Cardiovascular,Novartis,232,473.03,Atorvastatin
D-643,Cardiovascular,Novartis,494,34.28,Atorvastatin
D-644,Cardiovascular,Pfizer,444,48.9,Losartan
D-645,Cardiovascular,Pfizer,343,142.98,Atorvastatin
D-646,Cardiovascular,Merck,163,493.76,Amlodipine
D-647,Painkiller,Moderna,127,329.14,Aspirin
D-648,Antidepressant,Pfizer,369,366.92,Amitriptyline
D-649,Antiviral,Novartis,53,462.65,Remdesivir
D-650,Antibiotic,AstraZeneca,343,430.83,Doxycycline
D-651,Cardiovascular,AstraZeneca,339,375.15,Metoprolol
D-652,Antidepressant,GSK,424,37.69,Fluoxetine
D-653,Antifungal,AstraZeneca,209,487.1,Ketoconazole
D-654,Antidepressant,Moderna,458,478.5,Amitriptyline
D-655,Cardiovascular,Merck,251,290.75,Amlodipine
D-656,Diabetes,Novartis,18,356.72,Sitagliptin
D-657,Antibiotic,Roche,497,352.04,Levofloxacin
D-658,Cardiovascular,Roche,150,338.2,Amlodipine
D-659,Antidepressant,Merck,383,369.18,Sertraline
D-660,Antifungal,AstraZeneca,341,368.72,Itraconazole
D-661,Antidepressant,Moderna,469,68.15,Escitalopram
D-662,Cardiovascular,GSK,175,318.85,Atorvastatin
D-663,Antiviral,AstraZeneca,33,489.44,Acyclovir
D-664,Antidepressant,Pfizer,82,142.11,Fluoxetine
D-665,Antiviral,GSK,443,358.63,Zidovudine
D-666,Cardiovascular,Merck,137,78.89,Amlodipine
D-667,Antidepressant,Pfizer,100,426.93,Escitalopram
D-668,Antifungal,Moderna,299,69.64,Terbinafine
D-669,Painkiller,Moderna,14,222.26,Tramadol
D-670,Painkiller,Merck,75,182.79,Tramadol
D-671,Antiviral,GSK,275,465.53,Lopinavir
D-672,Cardiovascular,Moderna,89,349.25,Metoprolol
D-673,Antiviral,GSK,81,56.1,Oseltamivir
D-674,Cardiovascular,Moderna,365,189.6,Ramipril
D-675,Cardiovascular,AstraZeneca,250,101.01,Losartan
D-676,Painkiller,Moderna,400,449.76,Ibuprofen
D-677,Antifungal,Moderna,29,380.86,Terbinafine
D-678,Antifungal,Moderna,41,254.15,Fluconazole
D-679,Antidepressant,Pfizer,315,211.87,Fluoxetine
D-680,Antiviral,Novartis,420,443.74,Zidovudine
D-681,Antifungal,GSK,117,206.54,Terbinafine
D-682,Diabetes,Merck,453,200.96,Glipizide
D-683,Antibiotic,Merck,388,6.43,Amoxicillin
D-684,Antidepressant,Pfizer,348,492.26,Fluoxetine
D-685,Antidepressant,Pfizer,160,33.43,Amitriptyline
D-686,Painkiller,Pfizer,200,359.05,Aspirin
D-687,Antiviral,Merck,326,299.46,Oseltamivir
D-688,Diabetes,Novartis,222,467.78,Metformin
D-689,Antifungal,Merck,431,222.79,Itraconazole
D-690,Antifungal,Novartis,90,232.5,Fluconazole
D-691,Cardiovascular,Pfizer,224,201.95,Losartan
D-692,Antidepressant,Moderna,98,294.36,Fluoxetine
D-693,Antiviral,Pfizer,99,307.5,Zidovudine
D-694,Antiviral,Pfizer,489,116.0,Zidovudine
D-695,Antiviral,Merck,275,385.11,Remdesivir
D-696,Cardiovascular,GSK,87,343.47,Losartan
D-697,Painkiller,Roche,389,327.62,Paracetamol
D-698,Antifungal,Roche,424,495.38,Terbinafine
D-699,Antiviral,Pfizer,424,49.38,Oseltamivir
D-700,Diabetes,Novartis,352,342.9,Glipizide
D-701,Diabetes,Pfizer,102,407.41,Sitagliptin
D-702,Cardiovascular,AstraZeneca,196,489.25,Metoprolol
D-703,Painkiller,Pfizer,460,41.64,Ibuprofen
D-704,Cardiovascular,Pfizer,483,152.78,Atorvastatin
D-705,Antibiotic,AstraZeneca,66,433.27,Amoxicillin
D-706,Antidepressant,GSK,412,25.23,Sertraline
D-707,Antifungal,Pfizer,93,472.72,Fluconazole
D-708,Cardiovascular,Merck,25,293.11,Ramipril
D-709,Cardiovascular,Pfizer,264,478.11,Ramipril
D-710,Antifungal,Merck,114,112.99,Itraconazole
D-711,Antidepressant,Pfizer,166,472.34,Escitalopram
D-712,Antibiotic,Roche,216,19.44,Doxycycline
D-713,Diabetes,Moderna,330,127.73,Sitagliptin
D-714,Diabetes,Roche,201,482.85,Metformin
D-715,Painkiller,Moderna,475,272.9,Ibuprofen
D-716,Cardiovascular,Moderna,440,141.57,Amlodipine
D-717,Antidepressant,GSK,145,311.94,Fluoxetine
D-718,Painkiller,AstraZeneca,328,198.98,Codeine
D-719,Diabetes,Pfizer,174,79.66,Metformin
D-720,Painkiller,Pfizer,24,45.17,Codeine
D-721,Painkiller,Moderna,411,434.97,Aspirin
D-722,Antibiotic,Merck,23,469.75,Amoxicillin
D-723,Antibiotic,GSK,179,212.8,Amoxicillin
D-724,Painkiller,AstraZeneca,24,11.93,Aspirin
D-725,Antiviral,Roche,465,32.66,Zidovudine
D-726,Antifungal,AstraZeneca,250,205.9,Clotrimazole
D-727,Diabetes,AstraZeneca,27,442.98,Canagliflozin
D-728,Diabetes,Moderna,386,484.58,Sitagliptin
D-729,Antibiotic,Merck,456,211.75,Ceftriaxone
D-730,Antiviral,Roche,83,485.01,Lopinavir
D-731,Antiviral,Merck,477,199.66,Remdesivir
D-732,Cardiovascular,GSK,218,477.25,Ramipril
D-733,Antifungal,Roche,33,439.12,Itraconazole
D-734,Painkiller,Moderna,286,25.09,Tramadol
D-735,Cardiovascular,Roche,203,120.76,Ramipril
D-736,Cardiovascular,Roche,400,200.03,Ramipril
D-737,Antiviral,Pfizer,316,80.72,Remdesivir
D-738,Antiviral,Pfizer,379,287.31,Lopinavir
D-739,Antiviral,Merck,278,403.07,Remdesivir
D-740,Painkiller,Roche,96,184.22,Tramadol
D-741,Painkiller,Merck,90,34.92,Paracetamol
D-742,Cardiovascular,Pfizer,61,292.7,Metoprolol
D-743,Cardiovascular,Roche,17,390.51,Atorvastatin
D-744,Antibiotic,Moderna,188,392.7,Azithromycin
D-745,Diabetes,GSK,469,153.75,Sitagliptin
D-746,Diabetes,Moderna,124,22.91,Metformin
D-747,Diabetes,AstraZeneca,57,482.83,Metformin
D-748,Antibiotic,Moderna,224,198.8,Amoxicillin
D-749,Diabetes,Merck,43,102.19,Sitagliptin
D-750,Antiviral,Roche,67,156.55,Zidovudine
D-751,Painkiller,Pfizer,253,386.25,Paracetamol
D-752,Painkiller,GSK,247,360.05,Paracetamol
D-753,Diabetes,Pfizer,222,285.94,Sitagliptin
D-754,Cardiovascular,Moderna,448,175.18,Metoprolol
D-755,Antifungal,Roche,469,154.64,Ketoconazole
D-756,Antiviral,Merck,284,304.24,Zidovudine
D-757,Antibiotic,GSK,235,87.8,Doxycycline
D-758,Antifungal,Novartis,78,98.94,Terbinafine
D-759,Painkiller,AstraZeneca,448,424.02,Aspirin
D-760,Diabetes,GSK,318,195.74,Canagliflozin
D-761,Antibiotic,Roche,424,219.75,Azithromycin
D-762,Antiviral,Moderna,336,417.84,Acyclovir
D-763,Painkiller,Novartis,10,48.79,Paracetamol
D-764,Diabetes,GSK,169,484.49,Sitagliptin
D-765,Antiviral,Pfizer,253,131.58,Lopinavir
D-766,Cardiovascular,Moderna,250,393.99,Atorvastatin
D-767,Antifungal,Merck,470,334.4,Fluconazole
D-768,Antifungal,AstraZeneca,472,460.22,Fluconazole
D-769,Antifungal,Novartis,141,370.73,Itraconazole
D-770,Antidepressant,Novartis,75,470.71,Sertraline
D-771,Diabetes,Moderna,175,279.63,Canagliflozin
D-772,Antiviral,Roche,346,163.68,Zidovudine
D-773,Antifungal,Moderna,286,338.39,Fluconazole
D-774,Diabetes,Novartis,197,55.2,Metformin
D-775,Cardiovascular,Pfizer,499,259.77,Amlodipine
D-776,Antifungal,Merck,324,259.05,Terbinafine
D-777,Antiviral,AstraZeneca,352,443.71,Oseltamivir
D-778,Diabetes,Pfizer,376,24.45,Insulin
D-779,Antifungal,Novartis,59,368.8,Fluconazole
D-780,Antiviral,Pfizer,254,474.83,Remdesivir
D-781,Painkiller,Roche,262,299.09,Aspirin
D-782,Cardiovascular,Moderna,393,345.19,Amlodipine
D-783,Diabetes,Novartis,435,53.55,Metformin
D-784,Antiviral,Merck,446,313.27,Remdesivir
D-785,Antiviral,AstraZeneca,302,206.74,Remdesivir
D-786,Antidepressant,GSK,110,321.54,Mirtazapine
D-787,Diabetes,AstraZeneca,74,363.56,Sitagliptin
D-788,Painkiller,Roche,122,454.18,Codeine
D-789,Diabetes,GSK,273,357.05,Glipizide
D-790,Cardiovascular,Pfizer,76,330.72,Losartan
D-791,Antidepressant,Pfizer,422,287.59,Fluoxetine
D-792,Diabetes,AstraZeneca,492,193.23,Insulin
D-793,Diabetes,Novartis,83,114.2,Canagliflozin
D-794,Antifungal,Pfizer,125,282.05,Clotrimazole
D-795,Antiviral,Novartis,347,403.47,Lopinavir
D-796,Cardiovascular,AstraZeneca,52,444.24,Metoprolol
D-797,Painkiller,Novartis,390,361.48,Aspirin
D-798,Antidepressant,Roche,58,481.39,Escitalopram
D-799,Antiviral,GSK,377,144.46,Acyclovir
D-800,Antibiotic,AstraZeneca,216,233.16,Azithromycin
D-801,Cardiovascular,GSK,154,479.21,Ramipril
D-802,Antidepressant,Merck,464,445.04,Sertraline
D-803,Painkiller,Novartis,324,335.02,Codeine
D-804,Antidepressant,Moderna,63,185.51,Sertraline
D-805,Antidepressant,Roche,137,121.75,Fluoxetine
D-806,Antidepressant,Novartis,125,126.53,Fluoxetine
D-807,Antifungal,AstraZeneca,138,474.87,Clotrimazole
D-808,Antibiotic,Merck,104,474.94,Azithromycin
D-809,Painkiller,Novartis,383,22.19,Paracetamol
D-810,Painkiller,Moderna,347,346.31,Paracetamol
D-811,Painkiller,Merck,164,43.39,Aspirin
D-812,Antiviral,Pfizer,178,354.67,Lopinavir
D-813,Cardiovascular,Merck,373,186.09,Ramipril
D-814,Painkiller,Merck,246,335.89,Tramadol
D-815,Cardiovascular,Novartis,352,252.26,Losartan
D-816,Painkiller,GSK,312,18.85,Codeine
D-817,Antibiotic,AstraZeneca,276,490.17,Ceftriaxone
D-818,Antiviral,Moderna,274,137.2,Remdesivir
D-819,Antiviral,Pfizer,305,432.47,Acyclovir
D-820,Antidepressant,GSK,462,390.29,Amitriptyline
D-821,Antifungal,Novartis,146,198.25,Fluconazole
D-822,Antiviral,GSK,399,346.47,Lopinavir
D-823,Antiviral,Pfizer,470,339.19,Zidovudine
D-824,Antibiotic,Novartis,77,252.19,Ceftriaxone
D-825,Painkiller,Novartis,177,399.05,Ibuprofen
D-826,Diabetes,Roche,226,203.68,Metformin
D-827,Antiviral,GSK,201,357.49,Zidovudine
D-828,Antiviral,GSK,348,361.67,Acyclovir
D-829,Diabetes,Pfizer,84,495.23,Canagliflozin
D-830,Antifungal,Pfizer,306,362.26,Clotrimazole
D-831,Cardiovascular,Moderna,387,471.66,Metoprolol
D-832,Antibiotic,Novartis,488,458.51,Azithromycin
D-833,Diabetes,Novartis,445,171.07,Glipizide
D-834,Diabetes,GSK,27,103.69,Canagliflozin
D-835,Antifungal,Roche,392,483.69,Itraconazole
D-836,Antiviral,Pfizer,473,221.11,Acyclovir
D-837,Antiviral,GSK,419,284.34,Acyclovir
D-838,Antibiotic,Moderna,207,495.61,Levofloxacin
D-839,Antidepressant,Pfizer,333,139.07,Escitalopram
D-840,Antidepressant,AstraZeneca,34,196.4,Mirtazapine
D-841,Diabetes,Moderna,416,365.43,Sitagliptin
D-842,Antiviral,AstraZeneca,111,389.58,Remdesivir
D-843,Diabetes,Moderna,103,194.24,Insulin
D-844,Diabetes,Roche,17,404.41,Canagliflozin
D-845,Antiviral,Merck,83,218.3,Acyclovir
D-846,Antifungal,Novartis,334,453.44,Itraconazole
D-847,Cardiovascular,Pfizer,27,67.6,Metoprolol
D-848,Cardiovascular,Moderna,437,92.66,Ramipril
D-849,Antifungal,Merck,416,146.35,Itraconazole
D-850,Diabetes,Novartis,131,15.95,Metformin
D-851,Antifungal,GSK,92,350.38,Clotrimazole
D-852,Painkiller,Novartis,213,8.92,Paracetamol
D-853,Antiviral,AstraZeneca,175,169.36,Acyclovir
D-854,Painkiller,Merck,15,420.19,Aspirin
D-855,Antidepressant,GSK,302,311.07,Mirtazapine
D-856,Antiviral,Merck,256,470.25,Acyclovir
D-857,Antiviral,Roche,257,256.48,Oseltamivir
D-858,Antibiotic,Roche,449,408.31,Ceftriaxone
D-859,Antiviral,AstraZeneca,186,96.76,Lopinavir
D-860,Antidepressant,Merck,106,202.55,Amitriptyline
D-861,Cardiovascular,Merck,331,75.58,Metoprolol
D-862,Cardiovascular,Merck,455,394.33,Atorvastatin
D-863,Diabetes,GSK,428,188.75,Sitagliptin
D-864,Antiviral,Novartis,305,193.74,Oseltamivir
D-865,Cardiovascular,AstraZeneca,217,154.53,Amlodipine
D-866,Painkiller,Novartis,241,226.11,Aspirin
D-867,Diabetes,GSK,119,60.86,Canagliflozin
D-868,Antiviral,Roche,242,461.71,Oseltamivir
D-869,Painkiller,Novartis,328,11.71,Codeine
D-870,Antifungal,Novartis,144,435.71,Ketoconazole
D-871,Antifungal,Roche,289,141.71,Clotrimazole
D-872,Antibiotic,AstraZeneca,235,123.6,Ceftriaxone
D-873,Antiviral,Moderna,70,389.58,Lopinavir
D-874,Antifungal,Merck,391,296.31,Ketoconazole
D-875,Antifungal,Novartis,153,63.74,Fluconazole
D-876,Cardiovascular,Pfizer,345,94.89,Atorvastatin
D-877,Antibiotic,Pfizer,403,65.66,Ceftriaxone
D-878,Antibiotic,AstraZeneca,273,407.75,Azithromycin
D-879,Cardiovascular,Novartis,483,31.06,Amlodipine
D-880,Antiviral,Novartis,182,335.51,Oseltamivir
D-881,Painkiller,Moderna,182,136.06,Codeine
D-882,Diabetes,GSK,466,274.51,Canagliflozin
D-883,Antiviral,Moderna,105,101.73,Lopinavir
D-884,Painkiller,Pfizer,140,397.36,Tramadol
D-885,Antibiotic,Pfizer,184,82.92,Azithromycin
D-886,Antidepressant,GSK,423,210.65,Escitalopram
D-887,Antiviral,Pfizer,456,62.59,Remdesivir
D-888,Antidepressant,Merck,259,389.49,Amitriptyline
D-889,Painkiller,Pfizer,405,443.63,Aspirin
D-890,Antiviral,Novartis,291,110.68,Zidovudine
D-891,Antidepressant,GSK,243,405.75,Fluoxetine
D-892,Antidepressant,Pfizer,349,229.14,Mirtazapine
D-893,Diabetes,Moderna,59,209.26,Canagliflozin
D-894,Antiviral,Novartis,352,330.6,Lopinavir
D-895,Antidepressant,Roche,448,231.66,Amitriptyline
D-896,Diabetes,GSK,185,56.6,Metformin
D-897,Diabetes,AstraZeneca,400,454.19,Metformin
D-898,Antiviral,Moderna,275,452.32,Remdesivir
D-899,Antidepressant,AstraZeneca,144,19.84,Escitalopram
D-900,Diabetes,Roche,42,324.58,Glipizide
D-901,Antibiotic,Roche,410,366.78,Ceftriaxone
D-902,Antiviral,Pfizer,197,250.36,Oseltamivir
D-903,Antibiotic,Merck,228,267.76,Azithromycin
D-904,Cardiovascular,Pfizer,338,181.35,Ramipril
D-905,Antifungal,GSK,23,87.67,Ketoconazole
D-906,Antibiotic,Merck,288,466.3,Doxycycline
D-907,Antidepressant,Roche,74,44.3,Fluoxetine
D-908,Painkiller,Merck,58,366.3,Codeine
D-909,Cardiovascular,Novartis,126,226.08,Atorvastatin
D-910,Antibiotic,Merck,244,458.49,Levofloxacin
D-911,Diabetes,Novartis,434,280.71,Sitagliptin
D-912,Cardiovascular,Moderna,66,162.58,Metoprolol
D-913,Antibiotic,AstraZeneca,71,108.51,Levofloxacin
D-914,Diabetes,GSK,291,408.74,Insulin
D-915,Antibiotic,Novartis,374,330.68,Doxycycline
D-916,Painkiller,Novartis,161,370.87,Aspirin
D-917,Painkiller,Roche,74,92.23,Ibuprofen
D-918,Diabetes,AstraZeneca,457,445.14,Canagliflozin
D-919,Antibiotic,Roche,187,255.22,Amoxicillin
D-920,Antifungal,AstraZeneca,167,233.02,Clotrimazole
D-921,Painkiller,Merck,241,137.19,Paracetamol
D-922,Painkiller,Merck,233,341.74,Tramadol
D-923,Painkiller,Roche,293,445.7,Ibuprofen
D-924,Antiviral,Roche,491,251.54,Zidovudine
D-925,Cardiovascular,Pfizer,52,60.65,Atorvastatin
D-926,Antibiotic,Merck,453,101.03,Amoxicillin
D-927,Antifungal,Pfizer,268,482.61,Fluconazole
D-928,Painkiller,Novartis,103,435.5,Paracetamol
D-929,Antiviral,Pfizer,213,467.21,Oseltamivir
D-930,Cardiovascular,Novartis,429,339.97,Atorvastatin
D-931,Antidepressant,Novartis,491,347.29,Sertraline
D-932,Diabetes,AstraZeneca,463,208.41,Glipizide
D-933,Antidepressant,Merck,271,174.01,Amitriptyline
D-934,Painkiller,Novartis,109,372.28,Paracetamol
D-935,Antifungal,Novartis,82,78.06,Itraconazole
D-936,Antifungal,Novartis,440,452.94,Fluconazole
D-937,Cardiovascular,Pfizer,358,234.09,Ramipril
D-938,Cardiovascular,Pfizer,123,70.37,Metoprolol
D-939,Antibiotic,Moderna,407,217.84,Azithromycin
D-940,Diabetes,Roche,18,342.57,Canagliflozin
